"fitness";"BEMA";"CHFU";"CHMI";"CETE";"HOMA";"LEMA";"PAIN";"PLCO";"POMA";"POMO";"PUPA";"SASO";"SCLA";"SPRU";"MESU";"MEEL";"MEPO";"SOAS";"FRPU";"SUSP";"COSQ";"RAPE";"focal"
273;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;"ANAR"
333;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;"CETE"
6;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;"MESU"
666;0;0;0;3;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;"CETE"
840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"ANAR"
525;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"ANAR"
222;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
191;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;"PLCO"
252;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;"ANAR"
1776;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;"CETE"
630;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"ANAR"
9;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;"ACHI"
999;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
444;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
84;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PAIN"
42;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"PAIN"
1776;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
1029;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;"ANAR"
6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"ACHI"
2664;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"CETE"
735;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;"ANAR"
1050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"ANAR"
3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"ACHI"
555;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"CETE"
462;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"ANAR"
764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PLCO"
630;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;"ANAR"
1332;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"CETE"
573;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PLCO"
1110;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;"CETE"
315;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"ANAR"
1887;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"CETE"
210;0;0;0;3;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;"ANAR"
357;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;"ANAR"
573;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"PLCO"
888;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"ANAR"
777;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
252;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;"ANAR"
33;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;"ACHI"
18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"ACHI"
764;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"PLCO"
764;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PLCO"
161;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"PUPA"
21;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;"PAIN"
1887;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
333;1;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
1221;1;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
21;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PAIN"
573;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PLCO"
630;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"ANAR"
333;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;"CETE"
555;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
191;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PLCO"
92;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PUPA"
378;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"ANAR"
12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"ACHI"
382;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;"PLCO"
84;1;0;0;0;0;0;0;0;4;0;0;1;1;0;0;0;0;0;0;0;0;0;"PAIN"
368;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"PUPA"
1887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
84;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;"PAIN"
382;0;0;0;0;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;"PLCO"
382;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;"PLCO"
1323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"ANAR"
483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PUPA"
764;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"PLCO"
382;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;"PLCO"
414;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"PUPA"
573;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"PLCO"
64;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
573;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PLCO"
764;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;"PLCO"
573;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;"PLCO"
764;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PLCO"
63;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;"PAIN"
105;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;"PAIN"
573;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PLCO"
888;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
588;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"ANAR"
666;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
1092;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"ANAR"
777;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"CETE"
252;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"PAIN"
1776;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
2331;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
1344;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"ANAR"
191;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"PLCO"
161;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"PUPA"
276;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"PUPA"
555;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"CETE"
798;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"ANAR"
253;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"PUPA"
5;0;0;0;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;"ACHI"
231;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"ANAR"
12;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"ACHI"
420;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"ANAR"
222;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"CETE"
84;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PAIN"
736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PUPA"
1776;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
1995;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"ANAR"
63;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;"PAIN"
1887;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
115;2;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;"PUPA"
17;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"MESU"
573;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;"PLCO"
1221;0;1;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CETE"
115;0;0;0;0;3;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;"PUPA"
11;0;0;0;0;3;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;"MESU"
21;0;0;0;0;4;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"PAIN"
322;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"PUPA"
1443;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;"CETE"
42;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;"PAIN"
10;0;0;0;3;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;"MESU"
333;0;0;0;1;5;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;"CETE"
69;0;0;0;0;4;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;"PUPA"
14;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"MESU"
22;0;0;0;2;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;"MESU"
161;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;"PUPA"
1332;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;"CETE"
1146;0;0;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"PLCO"
666;0;0;0;2;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;"CETE"
63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PAIN"
161;0;0;0;3;0;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;"PUPA"
27;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"MESU"
320;0;0;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;1;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
1600;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
2240;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
960;0;1;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;2;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
960;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
960;0;2;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
960;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;2;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;1;0;0;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;2;0;0;15;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"CHFU"
320;0;1;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
2880;0;2;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
960;0;0;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;1;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;"CHFU"
640;0;1;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
1600;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
1600;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"CHFU"
1280;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
1600;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
960;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"CHFU"
1600;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;"CHFU"
1920;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
960;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"CHFU"
960;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;1;0;0;8;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
1280;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"CHFU"
960;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;"CHFU"
960;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
1600;0;1;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
1280;0;1;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
1280;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;"CHFU"
1920;0;4;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
2240;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;2;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;1;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"CHFU"
640;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"CHFU"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
1280;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;2;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;"CHFU"
640;0;3;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;"CHFU"
1600;0;4;0;0;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;"CHFU"
640;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;"CHFU"
640;0;0;0;0;10;2;0;1;0;0;0;0;0;0;0;3;0;4;0;0;0;0;"CHFU"
1280;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0;"CHFU"
640;0;10;0;0;8;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;5;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;"CHFU"
640;0;3;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;"CHFU"
320;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;"CHFU"
960;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;"CHFU"
640;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;"CHFU"
320;0;10;0;0;20;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;"CHFU"
640;0;15;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;10;0;0;20;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;"CHFU"
640;0;5;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;"CHFU"
960;0;10;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
320;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;"CHFU"
1280;0;8;0;0;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;5;0;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
960;0;10;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
1280;0;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;"CHFU"
960;0;10;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;"CHFU"
640;0;5;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;"CHFU"
640;0;2;0;0;8;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
960;0;5;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
960;0;10;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
640;0;3;0;0;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;"CHFU"
1280;0;5;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;"CHFU"
640;0;3;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
960;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;"CHFU"
640;0;2;0;0;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;"CHFU"
1280;0;2;0;0;5;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"CHFU"
960;0;5;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CHFU"
1920;0;5;0;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"CHFU"
