"Plot";"Subplot";"herb1";"Plant";"fv1";"sal"
8;"C6";0;"SOAS";0;0,664
8;"C6";0;"BEMA";0;0,664
8;"D1";1;"CHFU";3;0,718
8;"D1";0;"BEMA";0;0,718
8;"D1";1;"SPRU";0;0,718
8;"D1";2;"LEMA";11;0,718
8;"D1";0;"POMA";0;0,718
8;"D1";4;"HOMA";0;0,718
8;"D1";0;"SOAS";0;0,718
8;"D2";0;"BEMA";0;0,791
8;"D2";4;"CHFU";1;0,791
8;"D2";0;"SOAS";0;0,791
8;"D2";0;"SCLA";0;0,791
8;"D2";1;"HOMA";0;0,791
8;"D2";2;"LEMA";2;0,791
8;"D2";0;"POMA";0;0,791
8;"D2";0;"RAPE";0;0,791
8;"D3";0;"CHFU";2;0,503
8;"D3";0;"LEMA";0;0,503
8;"D3";0;"BEMA";0;0,503
8;"D3";2;"HOMA";0;0,503
8;"D3";0;"SOAS";0;0,503
7;"C1";0;"SPRU";0;0,703
7;"C1";0;"SCLA";0;0,703
7;"C1";0;"LEMA";5;0,703
7;"C1";1;"HOMA";0;0,703
7;"C1";4;"POMO";0;0,703
7;"C1";0;"POMA";0;0,703
7;"C1";0;"BEMA";0;0,703
7;"C2";1;"LEMA";3;0,763
7;"C2";0;"BEMA";2;0,763
7;"C2";0;"SOAS";0;0,763
7;"C2";0;"POMA";0;0,763
7;"C2";0;"POMO";0;0,763
7;"C2";0;"CHFU";0;0,763
7;"C2";0;"SCLA";0;0,763
7;"C3";0;"BEMA";0;0,711
7;"C3";1;"POMO";0;0,711
7;"C3";1;"HOMA";0;0,711
7;"C3";0;"SPRU";0;0,711
7;"C3";0;"SOAS";0;0,711
7;"C3";2;"LEMA";1;0,711
7;"C3";0;"POMA";0;0,711
7;"C3";0;"CHFU";0;0,711
7;"C4";1;"POMO";0;0,645
7;"C4";0;"LEMA";8;0,645
7;"C4";0;"CHFU";0;0,645
7;"C4";0;"SCLA";0;0,645
7;"C4";0;"BEMA";0;0,645
7;"C4";0;"SOAS";0;0,645
7;"C4";3;"HOMA";0;0,645
7;"C4";0;"POMA";0;0,645
7;"C5";0;"SCLA";0;0,793
7;"C5";0;"BEMA";0;0,793
7;"C5";0;"LEMA";1;0,793
7;"C5";0;"POMA";0;0,793
7;"C5";0;"SPRU";0;0,793
7;"C5";0;"POMO";0;0,793
7;"C5";0;"RAPE";0;0,793
7;"C6";2;"HOMA";0;0,676
7;"C6";0;"BEMA";0;0,676
7;"C6";0;"SCLA";0;0,676
7;"C6";0;"RAPE";0;0,676
7;"C6";1;"LEMA";8;0,676
7;"C6";0;"SOAS";0;0,676
7;"B2";0;"CHFU";0;0,653
7;"B2";0;"SCLA";0;0,653
7;"B2";1;"LEMA";6;0,653
7;"B2";0;"BEMA";0;0,653
7;"B2";1;"HOMA";0;0,653
7;"B2";0;"POMO";0;0,653
7;"B2";0;"POMA";0;0,653
7;"B3";2;"SPRU";0;0,692
7;"B3";3;"LEMA";11;0,692
7;"B3";0;"SOAS";0;0,692
7;"B3";0;"POMA";0;0,692
7;"B3";0;"BEMA";0;0,692
7;"B3";0;"SCLA";0;0,692
7;"B3";2;"HOMA";0;0,692
7;"B4";0;"SCLA";0;0,597
7;"B4";0;"CHFU";0;0,597
7;"B4";1;"SPRU";0;0,597
7;"B4";1;"LEMA";5;0,597
7;"B4";0;"POMA";0;0,597
7;"B4";0;"HOMA";0;0,597
7;"B4";0;"BEMA";0;0,597
7;"B5";0;"BEMA";0;0,683
7;"B5";0;"CHFU";0;0,683
7;"B5";2;"LEMA";13;0,683
7;"B5";0;"SPRU";0;0,683
7;"B5";0;"SCLA";0;0,683
7;"B5";1;"POMA";0;0,683
7;"B6";0;"CHFU";0;0,7
7;"B6";1;"SCLA";0;0,7
7;"B6";0;"BEMA";0;0,7
7;"B6";3;"HOMA";0;0,7
7;"B6";0;"SPRU";0;0,7
7;"B6";1;"LEMA";8;0,7
7;"A1";0;"LEMA";1;0,725
7;"A1";0;"CHFU";0;0,725
7;"A1";0;"SCLA";0;0,725
7;"A1";0;"SPRU";0;0,725
7;"A1";0;"POMA";0;0,725
7;"A1";2;"POMO";0;0,725
7;"A1";0;"BEMA";0;0,725
7;"A2";0;"BEMA";0;0,715
7;"A2";0;"LEMA";4;0,715
7;"A2";0;"SPRU";1;0,715
7;"A2";1;"HOMA";0;0,715
7;"A2";0;"CHFU";0;0,715
7;"A2";0;"SCLA";0;0,715
7;"A2";1;"POMA";0;0,715
7;"A2";1;"POMO";0;0,715
7;"A3";1;"BEMA";0;0,7
7;"A3";1;"SPRU";0;0,7
7;"A3";0;"SCLA";0;0,7
7;"A3";1;"HOMA";0;0,7
7;"A3";1;"POMA";0;0,7
7;"A3";0;"SOAS";0;0,7
7;"A3";2;"LEMA";2;0,7
7;"A3";0;"SOAS";0;0,7
7;"A3";0;"POMO";0;0,7
7;"A3";0;"CHFU";0;0,7
7;"A4";0;"BEMA";0;0,655
7;"A4";0;"CHFU";1;0,655
7;"A4";0;"SCLA";0;0,655
7;"A4";1;"LEMA";5;0,655
7;"A4";0;"SOAS";0;0,655
7;"A4";0;"HOMA";0;0,655
7;"A4";0;"POMA";0;0,655
7;"A4";0;"SPRU";0;0,655
7;"A5";0;"BEMA";0;0,635
7;"A5";0;"CHFU";0;0,635
7;"A5";0;"POMA";0;0,635
7;"A5";2;"LEMA";3;0,635
7;"A5";0;"POMO";0;0,635
7;"A5";0;"SOAS";0;0,635
7;"A5";1;"SPRU";0;0,635
7;"A5";0;"SCLA";0;0,635
7;"A6";0;"BEMA";0;0,62
7;"A6";0;"CHFU";0;0,62
7;"A6";0;"SCLA";0;0,62
7;"A6";2;"LEMA";2;0,62
7;"A6";0;"HOMA";0;0,62
7;"A6";0;"POMA";0;0,62
7;"A6";0;"SPRU";0;0,62
7;"B1";0;"SCLA";0;0,838
7;"B1";0;"SOAS";0;0,838
7;"B1";3;"LEMA";5;0,838
7;"B1";0;"CHFU";0;0,838
7;"B1";0;"SPRU";0;0,838
7;"B1";0;"POMO";0;0,838
7;"B1";0;"BEMA";0;0,838
7;"B1";0;"POMA";0;0,838
7;"E1";0;"CHFU";1;1,437
7;"E1";0;"SOAS";0;1,437
7;"E1";0;"POMA";0;1,437
7;"E1";0;"BEMA";0;1,437
7;"E1";0;"LEMA";4;1,437
7;"E1";0;"POMO";0;1,437
7;"E2";0;"CHFU";0;0,967
7;"E2";0;"BEMA";0;0,967
7;"E2";0;"SOAS";0;0,967
7;"E2";0;"SPRU";0;0,967
7;"E2";1;"LEMA";7;0,967
7;"E2";0;"SCLA";0;0,967
7;"E2";0;"POMA";0;0,967
7;"E2";0;"POMO";0;0,967
7;"E2";4;"HOMA";0;0,967
7;"E2";0;"RAPE";0;0,967
7;"E3";1;"POMA";0;0,858
7;"E3";1;"LEMA";0;0,858
7;"E3";0;"CHFU";0;0,858
7;"E3";0;"BEMA";0;0,858
7;"E3";0;"POMO";0;0,858
7;"E3";0;"SPRU";0;0,858
7;"E3";2;"HOMA";0;0,858
7;"E3";0;"SOAS";0;0,858
7;"E4";0;"BEMA";0;0,628
7;"E4";0;"SOAS";0;0,628
7;"E4";0;"SCLA";0;0,628
7;"E4";1;"LEMA";4;0,628
7;"E4";0;"HOMA";0;0,628
7;"E4";2;"POMO";0;0,628
7;"E4";0;"POMA";0;0,628
7;"E4";0;"CHFU";1;0,628
7;"E4";0;"SPRU";0;0,628
7;"E5";0;"POMO";0;0,676
7;"E5";1;"SOAS";0;0,676
7;"E5";3;"LEMA";2;0,676
7;"E5";0;"SPRU";0;0,676
7;"E5";0;"POMO";0;0,676
7;"E5";0;"SCLA";0;0,676
7;"E5";0;"POMA";0;0,676
7;"E5";1;"HOMA";0;0,676
7;"E6";0;"SCLA";0;0,862
7;"E6";1;"LEMA";8;0,862
7;"E6";0;"BEMA";2;0,862
7;"E6";0;"SPRU";0;0,862
7;"E6";4;"HOMA";0;0,862
7;"E6";0;"POMA";0;0,862
7;"D1";0;"SCLA";0;0,968
7;"D1";0;"POMA";0;0,968
7;"D1";0;"SPRU";0;0,968
7;"D1";0;"LEMA";14;0,968
7;"D1";0;"SOAS";0;0,968
7;"D1";0;"CHFU";0;0,968
7;"D1";0;"BEMA";0;0,968
7;"D1";0;"POMA";0;0,968
7;"D2";0;"CHFU";0;0,971
7;"D2";0;"LEMA";0;0,971
7;"D2";1;"BEMA";0;0,971
7;"D2";0;"POMA";0;0,971
7;"D2";0;"SOAS";0;0,971
7;"D2";0;"SCLA";0;0,971
7;"D2";0;"POMO";0;0,971
7;"D2";0;"SPRU";0;0,971
7;"D2";0;"COSQ";0;0,971
7;"D3";0;"BEMA";0;0,836
7;"D3";1;"LEMA";0;0,836
7;"D3";0;"POMA";0;0,836
7;"D3";1;"POMO";0;0,836
7;"D3";0;"CHFU";0;0,836
7;"D3";0;"SCLA";0;0,836
7;"D4";0;"BEMA";0;0,87
7;"D4";1;"SPRU";0;0,87
7;"D4";0;"POMO";0;0,87
7;"D4";0;"POMA";0;0,87
7;"D4";0;"SCLA";0;0,87
7;"D4";1;"HOMA";0;0,87
7;"D4";0;"LEMA";3;0,87
7;"D5";2;"LEMA";5;0,631
7;"D5";0;"RAPE";0;0,631
7;"D5";0;"BEMA";0;0,631
7;"D5";0;"SCLA";0;0,631
7;"D5";0;"SPRU";0;0,631
7;"D5";3;"HOMA";0;0,631
7;"D5";0;"POMA";0;0,631
7;"D6";0;"SOAS";0;0,609
7;"D6";0;"SCLA";0;0,609
7;"D6";1;"BEMA";0;0,609
7;"D6";4;"LEMA";10;0,609
7;"D6";0;"RAPE";0;0,609
7;"D6";0;"POMA";0;0,609
7;"D6";0;"CHFU";0;0,609
7;"D6";0;"POMO";0;0,609
7;"F1";0;"CHFU";0;1,013
7;"F1";0;"SPRU";1;1,013
7;"F1";0;"COSQ";0;1,013
7;"F1";0;"SCLA";0;1,013
7;"F1";1;"LEMA";1;1,013
7;"F1";0;"POMO";0;1,013
7;"F1";0;"BEMA";0;1,013
7;"F1";0;"SOAS";0;1,013
7;"F2";0;"RAPE";0;1,069
7;"F2";1;"LEMA";3;1,069
7;"F2";0;"BEMA";0;1,069
7;"F2";0;"POMA";0;1,069
7;"F2";1;"POMO";0;1,069
7;"F2";0;"SPRU";0;1,069
7;"F2";0;"HOMA";0;1,069
7;"F2";0;"SOAS";0;1,069
7;"F2";0;"SCLA";0;1,069
7;"F2";0;"CHFU";2;1,069
7;"F3";0;"BEMA";0;0,787
7;"F3";0;"LEMA";5;0,787
7;"F3";0;"CHFU";0;0,787
7;"F3";0;"SCLA";0;0,787
7;"F3";0;"RAPE";0;0,787
7;"F3";0;"HOMA";0;0,787
7;"F3";0;"POMO";0;0,787
7;"F3";1;"POMA";0;0,787
7;"F3";1;"SPRU";0;0,787
7;"F3";0;"SOAS";0;0,787
7;"F3";0;"HOMA";0;0,787
7;"F4";0;"CHFU";0;0,737
7;"F4";0;"BEMA";0;0,737
7;"F4";2;"LEMA";6;0,737
7;"F4";0;"SCLA";0;0,737
7;"F4";1;"POMA";0;0,737
7;"F4";1;"SPRU";0;0,737
7;"F4";0;"POMO";0;0,737
7;"F4";1;"HOMA";0;0,737
7;"F5";0;"BEMA";0;0,863
7;"F5";1;"LEMA";6;0,863
7;"F5";0;"POMO";0;0,863
7;"F5";0;"SPRU";0;0,863
7;"F5";0;"POMA";0;0,863
7;"F5";1;"HOMA";0;0,863
7;"F6";0;"SCLA";0;0,924
7;"F6";1;"POMA";0;0,924
7;"F6";2;"SPRU";0;0,924
7;"F6";0;"SOAS";0;0,924
7;"F6";5;"BEMA";0;0,924
7;"F6";0;"LEMA";0;0,924
8;"A1";0;"SOAS";0;0,808
8;"A1";0;"CHFU";2;0,808
8;"A1";1;"BEMA";0;0,808
8;"A1";0;"LEMA";1;0,808
8;"A1";1;"HOMA";0;0,808
8;"A1";0;"SPRU";0;0,808
8;"A1";0;"POMA";0;0,808
8;"A1";0;"POMO";0;0,808
8;"A2";0;"CHFU";4;0,961
8;"A2";2;"BEMA";0;0,961
8;"A2";3;"HOMA";0;0,961
8;"A2";0;"SPRU";0;0,961
8;"A2";0;"LEMA";0;0,961
8;"A2";0;"POMO";0;0,961
8;"A2";0;"POMA";0;0,961
8;"A3";0;"POMO";0;1,008
8;"A3";1;"CHFU";4;1,008
8;"A3";1;"BEMA";0;1,008
8;"A3";0;"SCLA";0;1,008
8;"A3";0;"POMA";0;1,008
8;"A3";0;"SOAS";0;1,008
8;"A3";1;"LEMA";0;1,008
8;"A3";1;"SPRU";0;1,008
8;"A4";0;"SOAS";0;0,773
8;"A4";0;"BEMA";0;0,773
8;"A4";0;"CHFU";4;0,773
8;"A4";0;"POMO";0;0,773
8;"A4";0;"RAPE";0;0,773
8;"A4";1;"LEMA";0;0,773
8;"A4";2;"HOMA";0;0,773
8;"A4";0;"POMA";0;0,773
8;"A4";0;"SCLA";0;0,773
3;"C1";0;"BEMA";0;0,686
3;"C1";2;"HOMA";0;0,686
3;"C1";0;"LEMA";1;0,686
3;"C2";1;"HOMA";0;0,97
3;"C2";1;"LEMA";5;0,97
3;"C2";0;"SCLA";0;0,97
3;"C2";0;"BEMA";0;0,97
3;"C3";0;"BEMA";0;0,608
3;"C3";0;"CHFU";2;0,608
3;"C3";0;"SOAS";0;0,608
3;"C3";1;"HOMA";0;0,608
3;"C3";0;"LEMA";9;0,608
3;"C3";0;"SCLA";0;0,608
3;"C4";0;"LEMA";6;0,698
3;"C4";2;"HOMA";0;0,698
3;"C4";0;"SOAS";0;0,698
3;"C4";0;"CHFU";0;0,698
3;"C4";0;"BEMA";0;0,698
3;"C5";0;"LEMA";1;0,62
3;"C5";0;"CHFU";0;0,62
3;"C5";0;"BEMA";0;0,62
3;"C5";4;"HOMA";0;0,62
3;"C6";0;"BEMA";0;0,808
3;"C6";2;"LEMA";0;0,808
3;"C6";0;"SCLA";0;0,808
3;"D1";0;"SOAS";0;0,612
3;"D1";2;"LEMA";0;0,612
3;"D1";0;"SCLA";0;0,612
3;"D2";1;"LEMA";4;0,63
3;"D2";3;"HOMA";0;0,63
3;"D3";1;"LEMA";4;0,709
3;"D3";1;"LEMA";4;0,709
3;"D3";0;"SCLA";0;0,709
3;"D3";0;"HOMA";0;0,709
3;"D4";2;"LEMA";0;0,722
3;"D4";3;"HOMA";0;0,722
3;"D4";0;"BEMA";0;0,722
3;"D4";0;"CHFU";1;0,722
3;"D4";0;"SOAS";0;0,722
3;"D5";6;"LEMA";4;0,894
3;"D5";5;"HOMA";0;0,894
3;"D5";0;"BEMA";0;0,894
3;"D6";0;"BEMA";0;0,786
3;"D6";3;"HOMA";0;0,786
3;"D6";4;"LEMA";4;0,786
5;"A1";0;"LEMA";0;0,952
5;"A1";0;"BEMA";0;0,952
5;"A1";11;"HOMA";0;0,952
5;"A2";1;"BEMA";0;0,919
5;"A2";19;"HOMA";0;0,919
5;"A3";0;"BEMA";0;1,069
5;"A3";18;"HOMA";0;1,069
5;"A4";0;"BEMA";0;0,889
5;"A4";10;"HOMA";0;0,889
5;"A5";0;"LEMA";0;0,825
5;"A5";15;"HOMA";0;0,825
5;"A5";0;"BEMA";0;0,825
5;"A6";2;"LEMA";5;0,916
5;"A6";0;"CHFU";0;0,916
5;"A6";0;"BEMA";0;0,916
5;"A6";12;"HOMA";0;0,916
5;"B1";0;"LEMA";0;0,852
5;"B1";0;"BEMA";0;0,852
5;"B1";13;"HOMA";0;0,852
5;"B2";0;"CHFU";0;0,888
5;"B2";1;"LEMA";0;0,888
5;"F4";3;"LEMA";7;0,749
5;"F4";5;"HOMA";0;0,749
5;"F4";0;"BEMA";0;0,749
5;"F5";1;"LEMA";2;0,641
5;"F5";10;"HOMA";0;0,641
5;"F5";0;"BEMA";0;0,641
5;"F6";4;"LEMA";9;0,646
5;"E1";0;"LEMA";6;0,822
5;"E1";6;"HOMA";0;0,822
5;"E1";0;"BEMA";0;0,822
5;"E2";1;"LEMA";0;0,941
5;"E2";8;"HOMA";0;0,941
5;"E2";0;"BEMA";0;0,941
5;"E3";0;"BEMA";0;0,829
5;"E3";10;"HOMA";0;0,829
5;"E3";1;"LEMA";0;0,829
5;"E4";8;"HOMA";0;0,843
5;"E4";0;"BEMA";0;0,843
5;"E4";0;"LEMA";0;0,843
5;"E5";0;"LEMA";0;0,977
5;"E5";0;"BEMA";0;0,977
5;"E5";10;"HOMA";0;0,977
5;"E6";6;"HOMA";0;0,727
5;"E6";1;"LEMA";0;0,727
5;"E6";0;"BEMA";0;0,727
5;"F1";0;"LEMA";3;0,996
5;"F1";8;"HOMA";0;0,996
5;"F1";0;"BEMA";0;0,996
5;"F1";0;"CHFU";0;0,996
5;"F2";0;"BEMA";0;0,661
5;"F2";9;"HOMA";0;0,661
5;"F2";0;"LEMA";9;0,661
5;"F3";0;"BEMA";0;0,466
5;"F3";0;"LEMA";7;0,466
5;"F3";7;"HOMA";0;0,466
5;"C5";0;"CHFU";0;0,782
5;"C5";0;"BEMA";0;0,782
5;"C5";6;"HOMA";0;0,782
5;"C5";0;"LEMA";1;0,782
5;"C6";0;"LEMA";2;0,869
5;"C6";0;"BEMA";0;0,869
5;"C6";9;"HOMA";0;0,869
5;"D1";0;"BEMA";0;0,665
5;"D1";0;"LEMA";1;0,665
5;"D1";14;"HOMA";0;0,665
5;"D2";0;"LEMA";6;1,077
5;"D2";8;"HOMA";0;1,077
5;"D2";0;"BEMA";0;1,077
5;"D3";0;"LEMA";0;0,84
5;"D3";1;"BEMA";0;0,84
5;"D3";12;"HOMA";0;0,84
5;"D4";0;"BEMA";0;0,903
5;"D4";13;"HOMA";0;0,903
5;"D4";0;"LEMA";0;0,903
5;"D5";3;"LEMA";2;0,813
5;"D5";1;"HOMA";0;0,813
5;"D6";0;"BEMA";0;0,886
5;"D6";1;"LEMA";0;0,886
5;"D6";9;"HOMA";0;0,886
5;"B2";0;"BEMA";0;0,888
5;"B2";22;"HOMA";0;0,888
5;"B3";3;"LEMA";0;0,756
5;"B3";0;"BEMA";0;0,756
5;"B3";21;"HOMA";0;0,756
5;"B4";0;"BEMA";0;0,844
5;"B4";7;"HOMA";0;0,844
5;"B4";3;"LEMA";1;0,844
5;"B5";0;"BEMA";0;0,858
5;"B5";8;"HOMA";0;0,858
5;"B5";0;"LEMA";4;0,858
5;"B6";0;"CHFU";0;1,293
5;"B6";0;"LEMA";1;1,293
5;"B6";0;"BEMA";0;1,293
5;"C1";2;"LEMA";0;0,945
5;"C1";9;"HOMA";0;0,945
5;"C2";0;"BEMA";0;0,944
5;"C2";6;"HOMA";0;0,944
5;"C2";0;"LEMA";1;0,944
5;"C3";2;"LEMA";0;0,814
5;"C3";0;"BEMA";0;0,814
5;"C3";5;"HOMA";0;0,814
5;"C4";0;"CHFU";0;0,725
5;"C4";3;"HOMA";0;0,725
5;"C4";0;"LEMA";3;0,725
5;"C4";3;"HOMA";0;0,725
3;"F3";0;"BEMA";0;0,842
3;"F3";5;"LEMA";10;0,842
3;"F3";7;"HOMA";0;0,842
3;"F3";0;"SOAS";0;0,842
3;"F4";4;"LEMA";5;0,981
3;"F4";1;"HOMA";0;0,981
3;"F4";0;"CHFU";2;0,981
3;"F4";0;"SCLA";0;0,981
3;"F5";3;"HOMA";0;0,809
3;"F5";7;"LEMA";4;0,809
3;"F5";0;"BEMA";0;0,809
3;"F6";0;"BEMA";0;0,879
3;"F6";4;"HOMA";0;0,879
3;"F6";3;"LEMA";7;0,879
3;"F6";0;"CHFU";1;0,879
4;"A1";0;"LEMA";1;0,835
4;"A1";9;"HOMA";0;0,835
4;"A1";0;"BEMA";0;0,835
4;"A2";0;"CHFU";0;0,647
4;"A2";0;"BEMA";0;0,647
4;"A2";10;"HOMA";0;0,647
4;"A2";0;"LEMA";3;0,647
4;"A3";6;"HOMA";0;0,759
4;"A3";0;"LEMA";0;0,759
4;"A3";0;"BEMA";0;0,759
4;"A4";0;"LEMA";1;1
4;"A4";0;"BEMA";0;1
4;"A4";13;"HOMA";0;1
4;"A5";0;"LEMA";0;0,956
4;"A5";1;"BEMA";0;0,956
4;"A5";8;"HOMA";0;0,956
4;"A6";7;"HOMA";0;0,754
4;"A6";0;"LEMA";3;0,754
4;"A6";0;"BEMA";0;0,754
4;"B1";6;"LEMA";2;0,929
4;"B1";9;"HOMA";0;0,929
4;"B1";0;"BEMA";0;0,929
4;"B2";2;"HOMA";0;0,766
4;"B2";0;"LEMA";3;0,766
4;"B3";13;"HOMA";0;0,808
4;"B3";0;"BEMA";0;0,808
4;"B3";1;"LEMA";1;0,808
4;"B3";0;"CHFU";0;0,808
4;"B4";6;"LEMA";0;0,854
4;"B4";1;"BEMA";0;0,854
4;"B4";3;"HOMA";0;0,854
4;"B5";10;"HOMA";0;0,699
4;"B5";0;"LEMA";3;0,699
4;"B5";0;"BEMA";0;0,699
4;"B6";0;"BEMA";0;0,818
4;"B6";16;"HOMA";0;0,818
3;"E1";0;"LEMA";8;0,819
3;"E1";2;"HOMA";0;0,819
3;"E2";3;"LEMA";7;0,775
3;"E2";2;"HOMA";0;0,775
3;"E3";0;"BEMA";0;1,086
3;"E3";1;"LEMA";3;1,086
3;"E3";1;"HOMA";0;1,086
3;"E3";0;"SOAS";0;1,086
3;"E4";5;"LEMA";3;1,029
3;"E4";1;"HOMA";0;1,029
3;"E4";0;"BEMA";0;1,029
3;"E5";4;"LEMA";2;1,018
3;"E5";0;"HOMA";0;1,018
3;"E5";0;"BEMA";0;1,018
3;"E6";0;"BEMA";0;0,908
3;"E6";2;"HOMA";0;0,908
3;"E6";0;"LEMA";2;0,908
3;"F1";2;"LEMA";5;0,845
3;"F1";12;"HOMA";0;0,845
3;"F2";0;"BEMA";0;0,842
3;"F2";5;"HOMA";0;0,842
3;"F2";2;"LEMA";5;0,842
4;"D1";1;"LEMA";6;0,937
4;"D1";3;"HOMA";0;0,937
4;"D2";0;"LEMA";3;0,886
4;"D2";18;"HOMA";0;0,886
4;"D2";0;"BEMA";0;0,886
4;"D3";0;"LEMA";1;0,688
4;"D3";14;"HOMA";0;0,688
4;"D3";0;"BEMA";0;0,688
4;"D4";1;"LEMA";0;0,754
4;"D4";0;"BEMA";0;0,754
4;"D4";16;"HOMA";0;0,754
4;"D5";1;"LEMA";0;0,801
4;"D5";1;"BEMA";0;0,801
4;"D5";18;"HOMA";0;0,801
4;"D6";0;"BEMA";0;0,967
4;"D6";13;"HOMA";0;0,967
4;"E1";5;"LEMA";6;0,564
4;"E1";1;"HOMA";0;0,564
4;"E1";0;"CHFU";0;0,564
4;"E1";0;"BEMA";0;0,564
4;"E2";0;"LEMA";1;0,584
4;"E2";7;"HOMA";0;0,584
4;"E2";0;"BEMA";0;0,584
4;"E3";0;"CHFU";0;0,802
4;"E3";2;"LEMA";0;0,802
4;"E3";9;"HOMA";0;0,802
4;"E4";0;"BEMA";0;0,641
4;"E4";13;"HOMA";0;0,641
4;"E4";4;"LEMA";0;0,641
4;"E5";1;"LEMA";6;0,548
4;"E5";10;"HOMA";0;0,548
4;"E6";0;"BEMA";0;0,806
4;"E6";18;"HOMA";0;0,806
4;"E6";1;"LEMA";0;0,806
4;"F1";4;"LEMA";2;0,699
4;"F1";7;"HOMA";0;0,699
4;"F1";0;"BEMA";0;0,699
4;"F3";1;"LEMA";2;0,0894
4;"F3";0;"BEMA";0;0,0894
4;"F3";9;"HOMA";0;0,0894
4;"F4";0;"LEMA";3;0,673
4;"F4";12;"HOMA";0;0,673
4;"F5";0;"BEMA";0;0,634
4;"F5";0;"LEMA";0;0,634
4;"F5";18;"HOMA";0;0,634
4;"F6";1;"LEMA";0;0,665
4;"F6";9;"HOMA";0;0,665
4;"F6";0;"BEMA";0;0,665
4;"F6";0;"CHFU";0;0,665
4;"F6";0;"CHFU";0;0,665
4;"C1";4;"HOMA";0;0,755
4;"C1";0;"LEMA";3;0,755
4;"C2";2;"LEMA";3;0,737
4;"C2";4;"HOMA";0;0,737
4;"C2";0;"BEMA";0;0,737
4;"C3";0;"BEMA";0;0,865
4;"C3";0;"LEMA";11;0,865
4;"C4";0;"BEMA";0;0,653
4;"C4";5;"HOMA";0;0,653
4;"C4";0;"LEMA";4;0,653
4;"C5";0;"BEMA";0;0,651
4;"C5";0;"LEMA";3;0,651
4;"C5";10;"HOMA";0;0,651
4;"C6";0;"BEMA";0;0,779
4;"C6";28;"HOMA";0;0,779
6;"A1";0;"PAIN";0;0,844
6;"A2";0;"PAIN";0;0,988
6;"A3";0;"PAIN";0;0,949
6;"A3";0;"CETE";0;0,949
6;"A3";0;"PLCO";0;0,949
6;"A4";0;"PAIN";0;0,899
6;"A6";0;"PAIN";0;0,836
6;"B1";0;"PAIN";0;0,1069
6;"B2";0;"PAIN";0;0,859
6;"B3";0;"PAIN";0;0,89
6;"B4";0;"PAIN";0;0,901
6;"B5";0;"PAIN";0;0,996
6;"B5";0;"PUPA";0;0,996
6;"B6";0;"PAIN";0;0,942
6;"C1";0;"PAIN";0;0,863
6;"C3";0;"PUPA";0;0,817
6;"C3";1;"PAIN";0;0,817
6;"C4";0;"PAIN";0;0,82
6;"C5";0;"PAIN";0;1,126
6;"C6";0;"PAIN";0;0,96
6;"D1";0;"PAIN";0;0,786
6;"D2";0;"PAIN";0;0,907
6;"D3";0;"PAIN";0;0,918
6;"D4";0;"PAIN";0;0,896
6;"D5";0;"PAIN";0;0,948
6;"E2";0;"PAIN";0;0,982
6;"E3";0;"PAIN";0;0,815
6;"E4";0;"PAIN";0;0,977
6;"E5";0;"PAIN";0;0,923
6;"F1";0;"PAIN";0;1,039
6;"F2";0;"PAIN";0;0,913
6;"F3";0;"PUPA";1;0,896
6;"F6";0;"PAIN";0;0,738
5;"A1";0;"PAIN";0;0,952
5;"A2";0;"PAIN";0;0,919
5;"A3";0;"PAIN";0;1,069
5;"A4";0;"PAIN";0;0,889
5;"A4";0;"CETE";0;0,889
5;"A5";0;"PAIN";0;0,825
5;"A5";0;"PUPA";0;0,825
5;"A6";0;"PUPA";2;0,916
5;"A6";0;"PUPA";2;0,916
5;"A6";0;"PAIN";0;0,916
5;"B1";0;"PAIN";0;0,852
5;"B2";0;"PAIN";0;0,888
5;"B3";0;"PUPA";0;0,756
5;"B4";0;"CETE";0;0,844
5;"B4";0;"PUPA";0;0,844
5;"B4";0;"PAIN";0;0,844
5;"B5";0;"PAIN";0;0,858
5;"B6";0;"CETE";0;1,293
5;"C1";0;"PAIN";0;0,945
5;"C2";0;"PAIN";0;0,944
5;"C3";0;"PAIN";0;0,814
5;"C3";0;"PUPA";0;0,814
5;"C5";0;"CETE";0;0,782
5;"C5";0;"CETE";0;0,782
5;"C5";0;"CETE";0;0,782
5;"C5";0;"PAIN";0;0,782
5;"C6";0;"CETE";0;0,869
5;"C6";0;"CETE";0;0,869
5;"C6";0;"PAIN";0;0,869
5;"D1";0;"PAIN";0;0,665
5;"D2";0;"CETE";0;1,077
5;"D2";0;"PAIN";0;1,077
5;"E1";0;"PAIN";0;0,822
5;"E2";0;"PAIN";0;0,941
5;"E3";0;"CETE";0;0,829
5;"E3";0;"PAIN";0;0,829
5;"E4";0;"PUPA";0;0,843
5;"E4";0;"CETE";0;0,843
5;"E5";0;"PAIN";0;0,977
5;"E6";0;"PAIN";0;0,727
5;"F1";0;"PAIN";0;0,996
5;"F2";0;"CETE";0;0,661
5;"F3";2;"PAIN";0;0,466
5;"F4";0;"PAIN";0;0,749
5;"F4";0;"CETE";0;0,749
5;"F5";0;"PAIN";0;0,641
5;"F5";0;"CETE";0;0,641
4;"A1";0;"PAIN";0;0,835
4;"A2";0;"PAIN";0;0,647
4;"A3";0;"CETE";0;0,759
4;"A4";0;"PAIN";0;1
4;"A6";0;"PAIN";0;0,754
4;"B3";0;"CETE";0;0,808
4;"B3";0;"PAIN";0;0,808
