"Plot";"Subplot";"herb1";"Plant";"fv1";"sal"
4;"B4";0;"PAIN";0;0,854
4;"B5";0;"PAIN";0;0,699
4;"B5";0;"CETE";0;0,699
4;"B6";0;"PAIN";0;0,818
4;"C2";0;"PAIN";0;0,737
4;"C3";0;"PAIN";0;0,865
4;"C4";0;"PAIN";0;0,653
4;"C5";0;"PAIN";0;0,651
4;"D1";0;"CETE";0;0,937
4;"D1";0;"CETE";0;0,937
4;"D1";0;"CETE";0;0,937
4;"D1";0;"PAIN";0;0,937
4;"D2";0;"PAIN";0;0,886
4;"D4";0;"PAIN";0;0,754
4;"D5";0;"PAIN";0;0,801
4;"D6";0;"PAIN";0;0,967
4;"E1";0;"CETE";0;0,564
4;"E1";0;"CETE";0;0,564
4;"E2";0;"PAIN";0;0,584
4;"E2";0;"PAIN";0;0,584
4;"E3";0;"PAIN";0;0,802
4;"E4";0;"PAIN";0;0,641
4;"F4";0;"PUPA";0;0,673
4;"F4";0;"PAIN";0;0,673
4;"F5";0;"PAIN";0;0,634
4;"F6";0;"PAIN";0;0,665
2;"C6";0;"CETE";1;0,795
2;"C6";0;"PLCO";0;0,795
2;"C6";0;"PUPA";7;0,795
2;"C6";0;"PLCO";0;0,795
2;"C6";0;"PLCO";0;0,795
2;"D1";0;"PUPA";0;0,649
2;"D2";0;"PLCO";0;0,704
2;"D1";0;"CETE";0;0,649
2;"D2";0;"CETE";2;0,704
2;"D3";0;"PUPA";0;0,666
2;"D3";0;"CETE";0;0,666
2;"D3";0;"PLCO";0;0,666
2;"D4";0;"CETE";0;0,623
2;"D5";0;"CETE";0;0,579
2;"D5";0;"PUPA";0;0,579
2;"D5";0;"PUPA";0;0,579
2;"D6";0;"PLCO";0;0,643
2;"D6";0;"CETE";0;0,643
2;"D6";0;"PLCO";0;0,643
2;"E1";0;"PUPA";0;0,81
2;"E1";0;"CETE";0;0,81
2;"E2";0;"PUPA";0;0,712
2;"E2";0;"PUPA";0;0,712
2;"E2";0;"CETE";2;0,712
2;"E3";0;"CETE";0;0,703
2;"E4";0;"CETE";2;0,576
2;"E5";0;"PUPA";0;0,579
2;"E5";0;"CETE";2;0,579
2;"E6";0;"PUPA";1;0,799
2;"E6";0;"PLCO";0;0,799
2;"E6";0;"CETE";0;0,799
2;"E6";0;"PUPA";1;0,799
2;"F1";0;"CETE";0;0,764
2;"F1";0;"PLCO";0;0,764
2;"F2";0;"CETE";0;0,798
2;"F2";0;"PLCO";0;0,798
2;"F3";0;"PLCO";0;0,518
2;"F3";0;"CETE";1;0,518
2;"F3";0;"PLCO";0;0,518
2;"F4";0;"CETE";0;0,523
2;"F4";0;"PLCO";0;0,523
2;"F6";0;"PUPA";0;0,577
2;"F6";0;"PUPA";0;0,577
2;"F6";0;"PUPA";0;0,577
2;"F5";0;"CETE";0;0,461
2;"F6";0;"CETE";0;0,577
2;"B1";0;"PLCO";0;0,95
2;"B2";0;"CETE";1;0,773
2;"B2";0;"PLCO";0;0,773
2;"B3";0;"PLCO";0;0,806
2;"B3";0;"CETE";0;0,806
2;"B3";0;"PLCO";0;0,806
2;"B3";0;"PUPA";0;0,806
2;"B4";0;"CETE";0;0,664
2;"B4";0;"PAIN";0;0,664
2;"B4";0;"PUPA";0;0,664
2;"B4";0;"PLCO";0;0,664
2;"B5";0;"CETE";0;0,705
2;"B5";0;"PUPA";0;0,705
2;"B5";0;"PUPA";0;0,705
2;"B5";0;"PAIN";0;0,705
2;"B6";0;"CETE";0;0,861
2;"C1";0;"PUPA";0;0,624
2;"C1";0;"CETE";0;0,624
2;"C1";0;"PLCO";0;0,624
2;"C2";0;"CETE";0;0,802
2;"C2";0;"PUPA";2;0,802
2;"C2";0;"PLCO";0;0,802
2;"C2";0;"PLCO";0;0,802
2;"C3";0;"CETE";0;0,785
2;"C3";0;"PUPA";0;0,785
2;"C4";0;"PUPA";0;0,713
2;"C4";0;"CETE";0;0,713
2;"C5";0;"PUPA";2;0,681
2;"C5";0;"CETE";0;0,681
2;"C5";0;"PUPA";2;0,681
2;"C5";0;"PUPA";2;0,681
2;"A1";0;"CETE";0;0,876
2;"A1";0;"PAIN";0;0,876
2;"A1";0;"PUPA";0;0,876
2;"A2";0;"CETE";0;0,7071
2;"A2";0;"PUPA";1;0,7071
2;"A2";0;"PLCO";0;0,7071
2;"A2";0;"PLCO";0;0,7071
2;"A3";0;"CETE";1;0,804
2;"A3";0;"PUPA";0;0,804
2;"A3";0;"PAIN";0;0,804
2;"A4";0;"PUPA";0;0,703
2;"A4";0;"CETE";0;0,703
2;"A4";0;"PLCO";0;0,703
2;"A4";0;"PUPA";0;0,703
2;"A5";0;"CETE";2;0,917
2;"A5";0;"PUPA";2;0,917
2;"A5";0;"PLCO";0;0,917
2;"A5";0;"PUPA";2;0,917
2;"A6";0;"CETE";0;0,665
2;"A6";0;"PUPA";2;0,665
2;"A6";0;"PAIN";0;0,665
2;"B1";0;"CETE";1;0,95
2;"B1";0;"PUPA";2;0,95
2;"B1";0;"PUPA";2;0,95
1;"A1";0;"CETE";0;1,899
1;"A1";0;"PUPA";0;1,899
1;"A2";0;"CETE";1;1,12
1;"A3";0;"CETE";2;0,831
1;"A4";0;"CETE";0;1,226
1;"A5";0;"CETE";0;0,866
1;"A4";0;"PUPA";0;1,226
1;"A5";0;"PLCO";0;0,866
1;"A6";0;"CETE";0;0,839
1;"B1";1;"CETE";0;1,049
1;"B2";0;"CETE";0;1,161
1;"B2";0;"PUPA";0;1,161
1;"B2";0;"PLCO";0;1,161
1;"B3";0;"CETE";0;1,23
1;"B3";0;"PLCO";0;1,23
1;"B4";0;"CETE";0;1,098
1;"B5";0;"PUPA";0;0,955
1;"B6";0;"CETE";0;1,052
1;"C1";0;"CETE";0;0,996
1;"C2";0;"PUPA";1;1,309
1;"C2";0;"PUPA";1;1,309
1;"C2";0;"CETE";0;1,309
1;"C3";0;"CETE";0;1,301
1;"C3";0;"PUPA";0;1,301
1;"C4";0;"CETE";0;1,082
1;"C4";0;"PLCO";0;1,082
1;"C5";0;"CETE";0;0,927
1;"C5";0;"PLCO";0;0,927
1;"F4";0;"CETE";1;0,769
1;"F5";0;"CETE";0;0,81
1;"F5";0;"PUPA";0;0,81
1;"F5";0;"PUPA";0;0,81
1;"F5";0;"PUPA";0;0,81
1;"F6";0;"CETE";0;1,24
1;"F6";0;"PUPA";3;1,24
1;"F6";0;"PUPA";3;1,24
1;"E2";0;"CETE";0;0,934
1;"E3";0;"CETE";0;1,053
1;"E4";0;"CETE";0;0,893
1;"E4";0;"CETE";0;0,893
1;"E5";0;"CETE";0;0,846
1;"E5";0;"PUPA";0;0,846
1;"E6";0;"PLCO";0;0,967
1;"F1";0;"CETE";0;1,345
1;"F1";0;"CETE";0;1,345
1;"F2";0;"CETE";0;1,051
1;"F3";0;"PLCO";0;0,968
1;"F3";0;"CETE";0;0,968
1;"F3";0;"PAIN";0;0,968
1;"C6";0;"PUPA";0;1,2
1;"D1";0;"CETE";0;0,905
1;"D1";0;"CETE";0;0,905
1;"D2";0;"CETE";0;1,002
1;"D3";0;"CETE";0;1,032
1;"D3";0;"PUPA";0;1,032
1;"D5";0;"CETE";0;1,001
1;"E1";0;"CETE";0;1,031
1;"D6";0;"PUPA";1;1,068
1;"E1";0;"CETE";0;1,031
1;"E1";0;"PUPA";0;1,031
3;"A1";0;"PUPA";0;0,955
3;"A2";0;"CETE";0;0,985
3;"A2";0;"PAIN";0;0,985
3;"A2";0;"CETE";0;0,985
3;"A3";0;"CETE";2;0,895
3;"A3";0;"PAIN";0;0,895
3;"A3";0;"PAIN";0;0,895
3;"A4";0;"PUPA";2;0,781
3;"A4";0;"PUPA";2;0,781
3;"A4";0;"CETE";0;0,781
3;"A5";0;"CETE";0;0,848
3;"A5";0;"PAIN";0;0,848
3;"A5";0;"PUPA";0;0,848
3;"A5";0;"PUPA";0;0,848
3;"A6";0;"CETE";0;0,1231
3;"A6";0;"PUPA";0;0,1231
3;"A6";0;"PAIN";0;0,1231
3;"B1";0;"PUPA";3;0,991
3;"B1";0;"CETE";0;0,991
3;"B1";0;"PAIN";0;0,991
3;"B2";0;"PAIN";0;0,85
3;"B3";0;"PAIN";0;0,727
3;"B3";0;"CETE";0;0,727
3;"B4";0;"PUPA";2;0,877
3;"B4";0;"CETE";0;0,877
3;"B4";0;"PAIN";0;0,877
3;"B5";0;"PUPA";3;0,716
3;"B5";0;"PUPA";3;0,716
3;"B5";0;"PAIN";0;0,716
3;"B6";0;"PAIN";0;1,122
3;"B6";0;"PUPA";0;1,122
3;"B6";0;"PUPA";0;1,122
3;"B6";0;"CETE";0;1,122
3;"C1";0;"CETE";0;0,686
3;"C1";0;"CHMI";0;0,686
3;"C1";0;"CHMI";0;0,686
3;"C2";0;"CETE";0;0,97
3;"C2";0;"PAIN";0;0,97
3;"C3";0;"CETE";0;0,608
3;"C3";0;"PAIN";0;0,608
3;"C4";0;"CETE";0;0,698
3;"C4";0;"PAIN";0;0,698
3;"C5";0;"PLCO";0;0,62
3;"C5";0;"PUPA";0;0,62
3;"C5";0;"PAIN";0;0,62
3;"C5";0;"CETE";0;0,62
3;"C6";0;"PAIN";0;0,808
3;"D1";0;"PAIN";0;0,612
3;"D2";0;"PUPA";0;0,63
3;"D2";0;"CETE";0;0,63
3;"D3";0;"PAIN";0;0,709
3;"D2";0;"CETE";0;0,63
3;"D4";0;"CETE";0;0,722
3;"D4";0;"PUPA";2;0,722
3;"D4";0;"PUPA";2;0,722
3;"D4";0;"PAIN";0;0,722
3;"D5";1;"PUPA";6;0,894
3;"D5";1;"PUPA";6;0,894
3;"D5";0;"PAIN";0;0,894
3;"D5";0;"CETE";0;0,894
3;"D6";0;"CETE";0;0,786
3;"D6";0;"PAIN";0;0,786
3;"D6";0;"PUPA";0;0,786
3;"E2";0;"PUPA";2;0,775
3;"E2";0;"PUPA";2;0,775
3;"E3";0;"PAIN";0;1,086
3;"E3";0;"CETE";0;1,086
7;"E4";0;"PUPA";0;0,628
7;"E4";0;"CETE";0;0,628
7;"E4";1;"PAIN";0;0,628
7;"E4";1;"MESU";0;0,628
7;"E5";1;"PUPA";0;0,676
7;"E5";1;"MESU";0;0,676
7;"E5";0;"CETE";0;0,676
7;"E5";0;"PAIN";0;0,676
7;"E6";0;"CETE";0;0,862
7;"E6";1;"PUPA";0;0,862
7;"E6";1;"PAIN";0;0,862
7;"E6";6;"MESU";0;0,862
7;"E6";1;"PLCO";0;0,862
7;"F1";0;"PUPA";0;1,013
7;"F1";0;"MESU";0;1,013
7;"F1";6;"PAIN";0;1,013
7;"F2";1;"PAIN";0;1,069
7;"F2";0;"MESU";0;1,069
7;"F2";0;"PLCO";0;1,069
7;"F2";0;"PUPA";0;1,069
7;"F3";0;"CETE";0;0,787
7;"F3";0;"PAIN";0;0,787
7;"F3";0;"MESU";0;0,787
7;"F3";0;"PUPA";0;0,787
7;"F3";0;"PLCO";0;0,787
7;"F3";0;"PLCO";0;0,787
7;"F4";1;"PUPA";0;0,737
7;"F4";0;"PLCO";0;0,737
7;"F4";0;"PAIN";0;0,737
7;"F4";1;"MESU";0;0,737
7;"F4";0;"CETE";0;0,737
7;"F5";0;"CETE";0;0,863
7;"F5";0;"PUPA";0;0,863
7;"F5";0;"PAIN";0;0,863
7;"F5";0;"MESU";0;0,863
7;"F6";0;"PUPA";0;0,924
7;"F6";0;"MESU";0;0,924
7;"F6";0;"PAIN";0;0,924
7;"F6";0;"CETE";0;0,924
7;"C1";0;"PUPA";0;0,703
7;"C1";0;"PLCO";0;0,703
7;"C1";2;"PAIN";0;0,703
7;"C1";0;"MESU";1;0,703
7;"C2";0;"PUPA";0;0,763
7;"C2";0;"PAIN";0;0,763
7;"C2";0;"MESU";0;0,763
7;"C2";0;"CETE";0;0,763
7;"C3";0;"PUPA";0;0,711
7;"C3";0;"MESU";0;0,711
7;"C3";0;"PAIN";0;0,711
7;"C3";0;"CETE";0;0,711
7;"C4";0;"CETE";1;0,645
7;"C4";0;"PAIN";0;0,645
7;"C4";0;"PUPA";0;0,645
7;"C4";0;"MESU";0;0,645
7;"C5";0;"CETE";0;0,793
7;"C5";0;"PUPA";0;0,793
7;"C5";1;"PAIN";0;0,793
7;"C6";0;"CETE";0;0,676
7;"C6";0;"PUPA";0;0,676
7;"C6";0;"PAIN";0;0,676
7;"C6";0;"MESU";0;0,676
7;"D1";1;"PLCO";0;0,968
7;"D1";1;"PAIN";0;0,968
7;"D1";1;"PLCO";0;0,968
7;"D1";1;"PLCO";0;0,968
7;"D1";2;"MESU";0;0,968
7;"D1";0;"CETE";0;0,968
7;"D2";0;"PLCO";0;0,971
7;"D2";0;"CETE";0;0,971
7;"D2";0;"PLCO";0;0,971
7;"D2";0;"PAIN";0;0,971
7;"D2";0;"MESU";0;0,971
7;"D3";1;"PUPA";0;0,836
7;"D3";2;"PAIN";0;0,836
7;"D3";1;"PUPA";0;0,836
7;"D3";0;"CETE";0;0,836
7;"D3";0;"PLCO";0;0,836
7;"D3";0;"PLCO";0;0,836
7;"D4";0;"CETE";0;0,87
7;"D4";0;"MESU";0;0,87
7;"D4";0;"PUPA";0;0,87
7;"D4";4;"PAIN";0;0,87
7;"D4";0;"MEPO";0;0,87
7;"D5";0;"PUPA";0;0,631
7;"D5";0;"CETE";0;0,631
7;"D5";0;"PAIN";0;0,631
7;"D5";0;"MESU";0;0,631
7;"D5";0;"MEPO";0;0,631
7;"D6";0;"PUPA";0;0,609
7;"D6";0;"PLCO";0;0,609
7;"D6";0;"PAIN";0;0,609
7;"D6";0;"MESU";0;0,609
7;"D6";0;"CETE";0;0,609
7;"E1";0;"PUPA";0;1,437
7;"E1";2;"PAIN";0;1,437
7;"E1";0;"PLCO";0;1,437
7;"E2";0;"PUPA";0;0,967
7;"E2";1;"MESU";0;0,967
7;"E2";0;"PLCO";0;0,967
7;"E2";0;"CETE";0;0,967
7;"E3";0;"PUPA";0;0,858
7;"E3";0;"CETE";0;0,858
7;"E3";0;"MESU";0;0,858
7;"E3";0;"PLCO";0;0,858
7;"E3";0;"PLCO";0;0,858
7;"E3";1;"PAIN";0;0,858
8;"A1";0;"MESU";0;0,808
8;"A1";0;"PUPA";0;0,808
8;"A1";0;"CETE";0;0,808
8;"A1";0;"PAIN";0;0,808
8;"A2";0;"PUPA";1;0,961
8;"A2";0;"MESU";0;0,961
8;"A2";1;"PAIN";0;0,961
8;"A2";0;"CETE";0;0,961
8;"A3";0;"PUPA";1;1,008
8;"A3";0;"PLCO";0;1,008
8;"A3";1;"MESU";0;1,008
8;"A3";0;"CETE";0;1,008
8;"A3";0;"PAIN";0;1,008
8;"A4";0;"PLCO";0;0,773
8;"A4";3;"PUPA";0;0,773
8;"A4";0;"CETE";0;0,773
8;"A4";0;"PAIN";0;0,773
8;"A5";5;"PUPA";0;0,644
8;"A5";0;"CETE";0;0,644
8;"B5";0;"PAIN";0;0,87
8;"B6";0;"PUPA";1;0,88
8;"B6";0;"CETE";0;0,88
8;"C1";0;"PUPA";0;0,548
8;"C1";0;"CETE";0;0,548
8;"C1";0;"PAIN";0;0,548
8;"C1";2;"MESU";1;0,548
8;"C1";0;"PLCO";0;0,548
8;"C2";0;"PLCO";0;0,791
8;"C2";0;"PUPA";0;0,791
8;"C2";0;"PUPA";0;0,791
8;"C2";0;"MESU";0;0,791
8;"C2";0;"PAIN";0;0,791
8;"C3";0;"PUPA";0;0,681
8;"C3";1;"CETE";0;0,681
8;"C5";0;"PUPA";0;0,708
8;"C5";0;"CETE";0;0,708
8;"C5";0;"MEPO";0;0,708
8;"C5";0;"PUPA";0;0,708
8;"C5";0;"MESU";0;0,708
8;"C5";0;"PLCO";0;0,708
8;"C6";0;"CETE";0;0,664
8;"C6";0;"PUPA";0;0,664
8;"C6";0;"MESU";0;0,664
8;"D1";0;"CETE";0;0,718
8;"D1";0;"PUPA";0;0,718
8;"D1";1;"MESU";0;0,718
8;"D1";0;"PLCO";0;0,718
8;"D2";0;"PUPA";1;0,791
8;"D2";0;"MESU";0;0,791
8;"D2";0;"CETE";0;0,791
8;"D3";2;"PUPA";0;0,503
8;"D3";1;"CETE";0;0,503
8;"D3";1;"MESU";0;0,503
8;"D3";0;"PAIN";0;0,503
8;"D5";0;"CETE";0;0,872
8;"D5";1;"PUPA";1;0,872
8;"D5";0;"PLCO";0;0,872
8;"D5";0;"PAIN";0;0,872
8;"D5";0;"MESU";0;0,872
8;"D6";0;"MESU";0;0,827
8;"D6";0;"CETE";0;0,827
8;"D6";0;"PAIN";0;0,827
8;"D6";2;"PUPA";3;0,827
8;"D6";0;"PLCO";0;0,827
8;"A5";2;"MESU";0;0,644
8;"A5";1;"PAIN";0;0,644
8;"A6";0;"CETE";0;1,055
8;"A6";0;"PUPA";0;1,055
8;"A6";0;"PLCO";0;1,055
8;"A6";2;"PAIN";0;1,055
8;"A6";1;"MESU";0;1,055
8;"B1";1;"PAIN";0;0,759
8;"B1";0;"PUPA";0;0,759
8;"B1";0;"PLCO";0;0,759
8;"B1";0;"CETE";0;0,759
8;"B1";0;"MESU";0;0,759
8;"B2";0;"CETE";0;0,675
8;"B2";0;"PUPA";5;0,675
8;"B2";0;"PLCO";0;0,675
8;"B2";0;"MESU";0;0,675
8;"B4";0;"PUPA";1;0,75
8;"B4";0;"MESU";1;0,75
8;"B4";0;"CETE";0;0,75
8;"B4";0;"PLCO";0;0,75
8;"B5";0;"PUPA";2;0,87
8;"B5";0;"MESU";0;0,87
8;"B5";0;"CETE";0;0,87
8;"B5";2;"PLCO";0;0,87
8;"B5";0;"PAIN";0;0,87
3;"E4";0;"PUPA";0;1,029
3;"E4";0;"PUPA";0;1,029
3;"E4";0;"PAIN";0;1,029
3;"E4";0;"CETE";0;1,029
3;"E5";1;"PUPA";0;1,018
3;"E5";0;"PAIN";0;1,018
3;"E5";0;"CETE";0;1,018
3;"E6";0;"PUPA";0;0,908
3;"E6";0;"CETE";0;0,908
3;"E6";0;"PAIN";0;0,908
3;"F1";0;"PUPA";3;0,845
3;"F1";0;"PUPA";3;0,845
3;"F1";0;"PAIN";0;0,845
3;"F2";0;"PAIN";0;0,842
3;"F3";0;"PAIN";0;0,842
3;"F4";0;"CETE";0;0,981
3;"F4";0;"CETE";0;0,981
3;"F4";0;"PLCO";0;0,981
3;"F4";0;"PUPA";2;0,981
3;"F5";0;"PUPA";0;0,809
3;"F5";0;"PUPA";0;0,809
3;"F5";0;"PLCO";0;0,809
3;"F5";0;"PAIN";0;0,809
3;"F6";0;"CETE";0;0,879
3;"F6";0;"PUPA";4;0,879
3;"F6";0;"CHMI";0;0,879
3;"F6";0;"CETE";0;0,879
3;"F6";0;"PAIN";0;0,879
7;"A1";0;"PUPA";0;0,725
7;"A1";0;"MESU";0;0,725
7;"A1";2;"PAIN";0;0,725
7;"A2";0;"PUPA";0;0,715
7;"A2";1;"CETE";0;0,715
7;"A2";2;"PAIN";0;0,715
7;"A3";0;"MESU";0;0,7
7;"A3";1;"PAIN";0;0,7
7;"A4";0;"MESU";0;0,655
7;"A4";1;"CETE";0;0,655
7;"A4";0;"PUPA";0;0,655
7;"A4";3;"PAIN";0;0,655
7;"A4";0;"PLCO";0;0,655
7;"A5";0;"CETE";0;0,635
7;"B1";0;"ANAR";0;0,838
7;"B1";0;"CETE";0;0,838
7;"B1";0;"PLCO";0;0,838
7;"B1";0;"MEPO";0;0,838
7;"B1";2;"PUPA";0;0,838
7;"B1";0;"MESU";0;0,838
7;"B2";0;"CETE";0;0,653
7;"B2";0;"PUPA";0;0,653
7;"B2";1;"PAIN";0;0,653
7;"B2";0;"PLCO";0;0,653
7;"B3";0;"PUPA";0;0,692
7;"B3";3;"PAIN";0;0,692
7;"A5";0;"PLCO";0;0,635
7;"A5";0;"PUPA";0;0,635
7;"A5";1;"PAIN";0;0,635
7;"A5";0;"PLCO";0;0,635
7;"A6";0;"PUPA";0;0,62
7;"A6";0;"MESU";0;0,62
7;"A6";0;"MEPO";0;0,62
7;"A6";2;"PAIN";0;0,62
7;"A6";0;"CETE";0;0,62
7;"B6";0;"MESU";0;0,7
7;"B6";0;"MEPO";0;0,7
7;"B6";0;"PLCO";0;0,7
7;"B3";0;"CETE";0;0,692
7;"B4";0;"CETE";0;0,597
7;"B4";0;"PUPA";0;0,597
7;"B4";0;"MESU";0;0,597
7;"B4";0;"PAIN";0;0,597
7;"B4";0;"PLCO";0;0,597
7;"B5";1;"CETE";0;0,683
7;"B5";0;"PUPA";0;0,683
7;"B5";1;"PAIN";0;0,683
7;"B6";0;"PUPA";0;0,7
7;"B6";0;"CETE";0;0,7
7;"B6";0;"PAIN";0;0,7
7;"F1";0;"CETE";0;1,013
7;"F1";0;"PUPA";0;1,013
7;"F1";0;"MESU";0;1,013
7;"F1";6;"PAIN";0;1,013
7;"F2";0;"PUPA";0;1,069
7;"F2";0;"PLCO";0;1,069
7;"F2";0;"MESU";0;1,069
7;"F3";0;"PUPA";0;0,787
7;"F3";0;"PLCO";0;0,787
7;"F3";0;"PAIN";0;0,787
7;"F3";0;"PLCO";0;0,787
7;"F3";0;"MESU";0;0,787
7;"F5";0;"CETE";0;0,863
7;"F5";0;"PUPA";0;0,863
7;"F5";0;"PLCO";0;0,863
7;"F5";0;"PAIN";0;0,863
7;"F5";0;"MESU";0;0,863
7;"F6";0;"PUPA";0;0,924
7;"F6";0;"CETE";0;0,924
7;"F6";0;"PAIN";0;0,924
7;"F6";0;"MESU";0;0,924
9;"A1";0;"ANAR";0;0,523
9;"A1";0;"PUPA";0;0,523
9;"A1";0;"PAIN";0;0,523
9;"A1";0;"MEPO";0;0,523
9;"A3";0;"ANAR";0;0,519
9;"A3";0;"CETE";0;0,519
9;"A5";0;"MESU";0;0,379
9;"A5";0;"CETE";0;0,379
9;"A5";0;"ANAR";0;0,379
9;"A6";0;"ANAR";0;0,384
9;"A6";0;"CETE";0;0,384
9;"A2";0;"CHMI";0;0,517
9;"A2";0;"PLCO";0;0,517
9;"A2";0;"ANAR";0;0,517
9;"A2";0;"CETE";0;0,517
9;"A2";0;"MEPO";0;0,517
9;"A2";0;"CHMI";0;0,517
9;"A4";0;"ANAR";0;0,493
9;"A4";0;"ACHI";0;0,493
9;"A4";0;"CETE";0;0,493
9;"A4";0;"MEPO";0;0,493
9;"C1";0;"CETE";0;0,656
9;"C2";0;"PAIN";0;0,596
9;"C2";0;"PAIN";0;0,596
9;"B1";0;"CETE";0;0,517
9;"B1";0;"CHMI";0;0,517
9;"B1";0;"ANAR";0;0,517
9;"B2";0;"ACHI";0;0,526
9;"B2";0;"CETE";0;0,526
9;"B2";0;"ANAR";0;0,526
9;"B2";0;"ANAR";0;0,526
9;"B2";0;"ACHI";0;0,526
9;"B3";0;"CETE";0;0,546
9;"B3";0;"ANAR";0;0,546
9;"B3";0;"PLCO";0;0,546
9;"B4";0;"ANAR";0;0,435
9;"B4";0;"CETE";0;0,435
9;"B4";0;"CHMI";0;0,435
9;"B4";1;"PLCO";0;0,435
9;"B5";0;"CETE";0;0,504
9;"B5";0;"ANAR";0;0,504
9;"B6";0;"CETE";0;0,412
9;"B6";0;"ANAR";0;0,412
9;"C2";0;"ANAR";0;0,596
9;"C2";0;"PLCO";0;0,596
9;"C2";0;"CETE";0;0,596
9;"C2";0;"ANAR";0;0,596
9;"C2";0;"CETE";0;0,596
9;"C2";0;"CETE";0;0,596
9;"C2";0;"ANAR";0;0,596
9;"C2";0;"ACHI";0;0,596
9;"C2";0;"ACHI";0;0,596
9;"D1";0;"PLCO";0;0,661
9;"D1";0;"PLCO";0;0,661
9;"D2";0;"PUPA";0;0,739
9;"D2";0;"PAIN";0;0,739
9;"D2";0;"CETE";0;0,739
9;"D2";0;"CETE";0;0,739
9;"D3";1;"CETE";0;0,605
9;"D3";0;"PAIN";0;0,605
9;"D3";0;"PLCO";0;0,605
9;"D3";0;"ANAR";0;0,605
9;"D4";0;"CETE";0;0,492
9;"D5";0;"CETE";0;0,453
9;"D5";0;"PLCO";0;0,453
9;"D5";0;"PUPA";1;0,453
9;"D5";0;"ANAR";0;0,453
9;"D6";0;"ACHI";0;0,621
9;"D6";0;"PLCO";0;0,621
9;"D6";0;"PAIN";0;0,621
9;"D6";0;"CHMI";0;0,621
9;"E1";12;"PUPA";1;0,614
9;"E1";0;"CETE";0;0,614
9;"E1";0;"PAIN";0;0,614
9;"E1";0;"PLCO";0;0,614
9;"E1";0;"PLCO";0;0,614
9;"E1";0;"ANAR";0;0,614
9;"E2";0;"PUPA";0;0,801
9;"E3";0;"PLCO";0;0,856
9;"E3";0;"PLCO";0;0,856
9;"F1";0;"PUPA";0;1,599
9;"F1";0;"PLCO";0;1,599
9;"F1";1;"CHFU";2;1,599
9;"F2";0;"PLCO";0;1,543
9;"F2";0;"PLCO";0;1,543
9;"F3";0;"PLCO";0;1,381
9;"F3";0;"PLCO";0;1,381
9;"F3";0;"PAIN";0;1,381
9;"F3";0;"PAIN";0;1,381
9;"F4";0;"PLCO";0;0,122
9;"F4";0;"CETE";0;0,122
9;"F5";0;"ANAR";0;0,786
9;"F5";0;"CETE";0;0,786
9;"F5";0;"ANAR";0;0,786
9;"E3";0;"CETE";0;0,856
9;"E3";0;"PAIN";0;0,856
9;"E4";0;"CETE";0;0,772
9;"E4";0;"CETE";0;0,772
9;"E4";0;"ANAR";0;0,772
9;"E4";0;"PLCO";0;0,772
9;"E5";0;"PUPA";0;0,641
9;"E5";0;"PUPA";0;0,641
9;"E5";0;"CETE";0;0,641
9;"E5";0;"ANAR";0;0,641
9;"E6";0;"PUPA";0;0,476
9;"E6";0;"ACHI";0;0,476
9;"E6";0;"ANAR";0;0,476
9;"E6";0;"ACHI";0;0,476
9;"E6";0;"ANAR";0;0,476
9;"E6";0;"CETE";1;0,476
9;"F5";0;"PAIN";0;0,786
9;"F6";0;"PUPA";0;0,57
9;"F6";0;"CETE";0;0,57
9;"F6";0;"ANAR";0;0,57
8;"E1";0;"PAIN";0;0,879
8;"E1";0;"CETE";0;0,879
8;"E1";0;"PUPA";1;0,879
8;"E1";2;"MESU";0;0,879
8;"E1";0;"PLCO";0;0,879
8;"E3";0;"CETE";0;0,622
8;"E3";0;"PUPA";3;0,622
8;"E3";0;"MESU";0;0,622
8;"E3";0;"PAIN";0;0,622
8;"E5";0;"PUPA";1;0,608
8;"E5";0;"CETE";0;0,608
8;"E5";0;"PAIN";0;0,608
8;"E5";0;"MESU";0;0,608
8;"E2";0;"CETE";0;0,618
8;"E2";0;"PUPA";2;0,618
8;"E2";2;"MESU";0;0,618
8;"E4";0;"MESU";0;0,652
8;"E4";0;"PUPA";0;0,652
8;"E4";0;"CETE";0;0,652
8;"E4";0;"PLCO";0;0,652
8;"E6";0;"CETE";0;1,123
8;"E6";0;"PAIN";0;1,123
8;"E6";0;"PUPA";0;1,123
8;"E6";1;"MESU";0;1,123
2;"C4";0;"SASO";0;0,713
2;"C3";0;"SASO";0;0,785
2;"C2";0;"SASO";0;0,802
2;"C1";0;"SASO";0;0,624
2;"D2";0;"SASO";0;0,704
2;"D3";0;"SASO";0;0,666
2;"D4";0;"SASO";0;0,623
2;"D6";0;"SASO";0;0,643
2;"E6";0;"SASO";0;0,799
2;"E5";0;"SASO";0;0,579
2;"E3";0;"SASO";0;0,703
2;"E1";0;"SASO";0;0,81
2;"F3";0;"SASO";0;0,518
3;"A1";0;"SASO";0;0,955
3;"A2";0;"SASO";0;0,985
3;"A4";0;"SASO";0;0,781
3;"A5";0;"SASO";0;0,848
3;"A6";0;"SASO";0;0,1231
3;"B6";0;"SASO";0;1,122
3;"B5";0;"SASO";0;0,716
3;"B4";0;"SASO";0;0,877
3;"B3";0;"SASO";0;0,727
3;"C1";0;"SASO";0;0,686
3;"C5";0;"SASO";0;0,62
