day;month;year;Plot;Subplot;Moisture;Salinity;Salinity_mean;Sensor;Observations;;
2;14;2019;4;E4;19.3;0.150;0.150;5;;;
2;14;2019;4;E5;12.9;0.104;0.104;5;;;
2;14;2019;4;E6;19.1;0.176;0.176;5;;;
2;14;2019;4;F1;18.2;0.184;0.184;5;;;
2;14;2019;4;F2;17.0;0.133;0.133;5;;;
2;14;2019;4;F3;19.6;0.194;0.194;5;;;
2;14;2019;4;F4;19.1;0.170;0.170;5;;;
2;14;2019;4;F5;19.3;0.200;0.200;5;;;
2;14;2019;4;F6;18.9;0.198;0.198;5;;;
2;14;2019;5;A1;18.9;0.199;0.199;5;;;
2;14;2019;5;A2;18.6;0.219;0.219;5;;;
2;14;2019;5;A3;17.6;0.181;0.181;5;;;
2;14;2019;5;A4;14.1;0.111;0.111;5;;;
2;14;2019;5;A5;19.4;0.157;0.157;5;;;
2;14;2019;5;A6;19.1;0.186;0.186;5;;;
2;14;2019;5;B1;17.6;0.197;0.197;5;;;
2;14;2019;5;B2;17.8;0.153;0.153;5;;;
2;14;2019;5;B3;18.5;0.146;0.146;5;;;
2;14;2019;5;B4;13.9;0.123;0.123;5;;;
2;14;2019;5;B5;18.4;0.149;0.149;5;;;
2;14;2019;5;B6;19.3;0.170;0.170;5;;;
2;14;2019;5;C1;19.3;0.171;0.171;5;;;
2;14;2019;5;C2;15.5;0.122;0.122;5;;;
2;14;2019;5;C3;15.1;0.134;0.134;5;;;
2;14;2019;5;C4;17.2;0.132;0.132;5;;;
2;14;2019;5;C5;19.4;0.181;0.181;5;;;
2;14;2019;5;C6;15.3;0.143;0.143;5;;;
2;14;2019;5;D1;17.5;0.146;0.146;5;;;
2;14;2019;5;D2;18.4;0.197;0.197;5;;;
2;14;2019;5;D3;18.9;0.222;0.222;5;;;
2;14;2019;5;D4;18.0;0.187;0.187;5;;;
2;14;2019;5;D5;29.2;0.243;0.243;5;;;
2;14;2019;5;D6;19.6;0.211;0.211;5;;;
2;14;2019;5;E1;16.0;0.176;0.176;5;;;
2;14;2019;5;E2;18.4;0.215;0.215;5;;;
2;14;2019;5;E3;19.0;0.198;0.198;5;;;
2;14;2019;5;E4;16.9;0.158;0.158;5;;;
2;14;2019;5;E5;17.1;0.152;0.152;5;;;
2;14;2019;5;E6;18.6;0.143;0.143;5;;;
2;14;2019;5;F1;19.2;0.148;0.148;5;;;
2;14;2019;5;F2;14.9;0.112;0.112;5;;;
2;14;2019;5;F3;15.9;0.111;0.111;5;;;
2;14;2019;5;F4;18.0;0.119;0.119;5;;;
2;14;2019;5;F5;16.4;0.128;0.128;5;;;
2;14;2019;5;F6;19.5;0.162;0.162;5;;;
2;14;2019;6;A1;21.1;0.258;0.258;5;;;
2;14;2019;6;A2;19.4;0.179;0.179;5;;;
2;14;2019;6;A3;19.7;0.188;0.188;5;;;
2;14;2019;6;A4;19.3;0.190;0.190;5;;;
2;14;2019;6;A5;19.6;0.206;0.206;5;;;
2;14;2019;6;A6;19.5;0.199;0.199;5;;;
2;14;2019;6;B1;19.1;0.212;0.212;5;;;
2;14;2019;6;B2;19.0;0.217;0.217;5;;;
2;14;2019;6;B3;20.6;0.206;0.206;5;;;
2;14;2019;6;B4;19.6;0.202;0.202;5;;;
2;14;2019;6;B5;20.5;0.215;0.215;5;;;
2;14;2019;6;B6;20.9;0.209;0.209;5;;;
2;14;2019;6;C1;19.3;0.204;0.204;5;;;
2;14;2019;6;C2;19.0;0.204;0.204;5;;;
2;14;2019;6;C3;20.0;0.189;0.189;5;;;
2;14;2019;6;C4;19.1;0.214;0.214;5;;;
2;14;2019;6;C5;20.0;0.231;0.231;5;;;
2;14;2019;6;C6;19.2;0.186;0.186;5;;;
2;14;2019;6;D1;19.7;0.219;0.219;5;;;
2;14;2019;6;D2;19.1;0.175;0.175;5;;;
2;14;2019;6;D3;19.5;0.212;0.212;5;;;
2;14;2019;6;D4;19.3;0.208;0.208;5;;;
2;14;2019;6;D5;19.7;0.226;0.226;5;;;
2;14;2019;6;D6;12.3;0.132;0.132;5;;;
2;14;2019;6;E1;20.1;0.258;0.258;5;;;
2;14;2019;6;E2;19.9;0.234;0.234;5;;;
2;14;2019;6;E3;17.4;0.191;0.191;5;;;
2;14;2019;6;E4;14.8;0.175;0.175;5;;;
2;14;2019;6;E5;21.9;0.258;0.258;5;;;
2;14;2019;6;E6;16.2;0.143;0.143;5;;;
2;14;2019;6;F1;20.5;0.217;0.217;5;;;
2;14;2019;6;F2;19.4;0.210;0.210;5;;;
2;14;2019;6;F3;19.1;0.187;0.187;5;;;
2;14;2019;6;F4;19.0;0.177;0.177;5;;;
2;14;2019;6;F5;19.2;0.178;0.178;5;;;
2;14;2019;6;F6;18.6;0.136;0.136;5;;;
2;14;2019;7;A1;18.9;0.230;0.230;5;;;
2;14;2019;7;A2;20.8;0.227;0.227;5;;;
2;14;2019;7;A3;21.5;0.277;0.277;5;;;
2;14;2019;7;A4;16.1;0.125;0.125;5;;;
2;14;2019;7;A5;16.8;0.123;0.123;5;;;
2;14;2019;7;A6;18.1;0.118;0.118;5;;;
2;14;2019;7;B1;17.7;0.195;0.195;5;;;
2;14;2019;7;B2;20.0;0.229;0.229;5;;;
2;14;2019;7;B3;19.1;0.227;0.227;5;;;
2;14;2019;7;B4;21.1;0.156;0.156;5;;;
2;14;2019;7;B5;18.8;0.103;0.103;5;;;
2;14;2019;7;B6;19.4;0.125;0.125;5;;;
2;14;2019;7;C1;20.7;0.247;0.247;5;;;
2;14;2019;7;C2;13.5;0.165;0.165;5;;;
2;14;2019;7;C3;20.4;0.216;0.216;5;;;
2;14;2019;7;C4;19.1;0.126;0.126;5;;;
2;14;2019;7;C5;19.1;0.111;0.111;5;;;
2;14;2019;7;C6;19.8;0.161;0.161;5;;;
2;14;2019;7;D1;NA;0.258;0.258;5;;;
2;14;2019;7;D2;16.6;0.201;0.201;5;;;
2;14;2019;7;D3;14.9;0.164;0.164;5;;;
2;14;2019;7;D4;16.7;0.125;0.125;5;;;
2;14;2019;7;D5;18.3;0.149;0.149;5;;;
2;14;2019;7;D6;19.3;0.118;0.118;5;;;
2;14;2019;7;E1;23.7;0.310;0.310;5;;;
2;14;2019;7;E2;17.3;0.199;0.199;5;;;
2;14;2019;7;E3;18.3;0.175;0.175;5;;;
2;14;2019;7;E4;19.3;0.195;0.195;5;;;
2;14;2019;7;E5;19.1;0.183;0.183;5;;;
2;14;2019;7;E6;19.9;0.173;0.173;5;;;
2;14;2019;7;F1;NA;NA;0.169 ;5;;;
2;14;2019;7;F2;NA;0.281;0.281;5;;;
2;14;2019;7;F3;13.3;0.211;0.211;5;;;
2;14;2019;7;F4;21.5;0.262;0.262;5;;;
2;14;2019;7;F5;21.6;0.220;0.220;5;;;
2;14;2019;7;F6;23.8;0.347;0.347;5;;;
2;14;2019;8;A1;18.9;0.238;0.238;5;;;
2;14;2019;8;A2;20.7;0.208;0.208;5;;;
2;14;2019;8;A3;20.3;0.254;0.254;5;;;
2;14;2019;8;A4;17.8;0.136;0.136;5;;;
2;14;2019;8;A5;19.1;0.167;0.167;5;;;
2;14;2019;8;A6;20.4;0.236;0.236;5;;;
2;14;2019;8;B1;19.4;0.209;0.209;5;;;
2;14;2019;8;B2;19.2;0.193;0.193;5;;;
2;14;2019;8;B3;19.2;0.185;0.185;5;;;
2;14;2019;8;B4;16.3;0.115;0.115;5;;;
2;14;2019;8;B5;19.7;0.200;0.200;5;;;
2;14;2019;8;B6;20.9;0.236;0.236;5;;;
2;14;2019;8;C1;18.6;0.168;0.168;5;;;
2;14;2019;8;C2;18.1;0.170;0.170;5;;;
2;14;2019;8;C3;17.1;0.126;0.126;5;;;
2;14;2019;8;C4;18.7;0.136;0.136;5;;;
2;14;2019;8;C5;20.1;0.185;0.185;5;;;
2;14;2019;8;C6;18.8;0.163;0.163;5;;;
2;14;2019;8;D1;19.9;0.189;0.189;5;;;
2;14;2019;8;D2;19.7;0.196;0.196;5;;;
2;14;2019;8;D3;18.9;0.133;0.133;5;;;
2;14;2019;8;D4;17.7;0.117;0.117;5;;;
2;14;2019;8;D5;18.7;0.184;0.184;5;;;
2;14;2019;8;D6;20.1;0.166;0.166;5;;;
2;14;2019;8;E1;18.7;0.200;0.200;5;;;
2;14;2019;8;E2;19.7;0.148;0.148;5;;;
2;14;2019;8;E3;16.7;0.114;0.114;5;;;
2;14;2019;8;E4;16.8;0.113;0.113;5;;;
2;14;2019;8;E5;18.8;0.191;0.191;5;;;
2;14;2019;8;E6;18.1;0.153;0.153;5;;;
2;14;2019;8;F1;19.1;0.223;0.223;5;;;
2;14;2019;8;F2;26.0;0.367;0.367;5;;;
2;14;2019;8;F3;20.0;0.241;0.241;5;;;
2;14;2019;8;F4;20.1;0.248;0.248;5;;;
2;14;2019;8;F5;14.1;0.145;0.145;5;;;
2;14;2019;8;F6;19.9;0.176;0.176;5;;;
2;14;2019;9;A1;3.7;0.014;0.014;5;;;
2;14;2019;9;A2;11.3;0.056;0.056;5;;;
2;14;2019;9;A3;8.8;0.037;0.037;5;;;#�DIV/0!
2;14;2019;9;A4;10.5;0.035;0.035;5;;;
2;14;2019;9;A5;8.7;0.027;0.027;5;;;
2;14;2019;9;A6;11.6;0.045;0.045;5;;;
2;14;2019;9;B1;13.0;0.093;0.093;5;;;
2;14;2019;9;B2;9.0;0.039;0.039;5;;;
2;14;2019;9;B3;8.8;0.040;0.040;5;;;
2;14;2019;9;B4;5.9;0.020;0.020;5;;;
2;14;2019;9;B5;12.0;0.079;0.079;5;;;
2;14;2019;9;B6;6.7;0.014;0.014;5;;;
2;14;2019;9;C1;8.5;0.050;0.050;5;;;
2;14;2019;9;C2;8.0;0.042;0.042;5;;;
2;14;2019;9;C3;10.3;0.066;0.066;5;;;
2;14;2019;9;C4;13.3;0.087;0.087;5;;;
2;14;2019;9;C5;6.7;0.027;0.027;5;;;
2;14;2019;9;C6;3.7;0.014;0.014;5;;;
2;14;2019;9;D1;13.0;0.092;0.092;5;;;
2;14;2019;9;D2;12.0;0.154;0.154;5;;;
2;14;2019;9;D3;13.7;0.140;0.140;5;;;
2;14;2019;9;D4;10.3;0.053;0.053;5;;;
2;14;2019;9;D5;9.0;0.035;0.035;5;;;
2;14;2019;9;D6;11.8;0.093;0.093;5;;;
2;14;2019;9;E1;11.4;0.076;0.076;5;;;
2;14;2019;9;E2;17.4;0.184;0.184;5;;;
2;14;2019;9;E3;21.3;0.239;0.239;5;;;
2;14;2019;9;E4;13.5;0.120;0.120;5;;;
2;14;2019;9;E5;11.8;0.092;0.092;5;;;
2;14;2019;9;E6;9.0;0.037;0.037;5;;;
2;14;2019;9;F1;16.1;0.164;0.164;5;;;
2;14;2019;9;F2;16.7;0.183;0.183;5;;;
2;14;2019;9;F3;27.5;0.362;0.362;5;;;
2;14;2019;9;F4;NA;0.313;0.313;5;;;
2;14;2019;9;F5;NA;0.330;0.330;5;;;
2;14;2019;9;F6;21.9;0.328;0.328;5;;;
2;26;2019;1;A1;13.2;0.211;0.211;5;;;
2;26;2019;1;A2;13.5;0.184;0.184;5;;;
2;26;2019;1;A3;19.1;0.213;0.213;5;;;
2;26;2019;1;A4;18.4;0.224;0.224;5;;;
2;26;2019;1;A5;17.6;0.211;0.211;5;;;
2;26;2019;1;A6;18.4;0.203;0.203;5;;;
2;26;2019;1;B1;17.9;0.086;0.086;5;;;
2;26;2019;1;B2;19.7;0.225;0.225;5;;;
2;26;2019;1;B3;12.5;0.187;0.187;5;;;
2;26;2019;1;B4;14.5;0.209;0.209;5;;;
2;26;2019;1;B5;11.8;0.154;0.154;5;;;
2;26;2019;1;B6;8.5;0.108;0.108;5;;;
2;26;2019;1;C1;12.4;0.177;0.177;5;;;
2;26;2019;1;C2;19.7;0.235;0.235;5;;;
2;26;2019;1;C3;15.4;0.207;0.207;5;;;
2;26;2019;1;C4;19.2;0.228;0.228;5;;;
2;26;2019;1;C5;19.2;0.084;0.084;5;;;
2;26;2019;1;C6;20.1;0.256;0.256;5;;;
2;26;2019;1;D1;11.8;0.143;0.143;5;;;
2;26;2019;1;D2;13.4;0.175;0.175;5;;;
2;26;2019;1;D3;18.7;0.224;0.224;5;;;
2;26;2019;1;D4;13.1;0.176;0.176;5;;;
2;26;2019;1;D5;13.1;0.180;0.180;5;;;
2;26;2019;1;D6;18.6;0.143;0.143;5;;;
2;26;2019;1;E1;12.0;0.147;0.147;5;;;
2;26;2019;1;E2;11.5;0.119;0.119;5;;;
2;26;2019;1;E3;18.6;0.198;0.198;5;;;
2;26;2019;1;E4;11.0;0.115;0.115;5;;;
2;26;2019;1;E5;13.4;0.146;0.146;5;;;
2;26;2019;1;E6;16.7;0.174;0.174;5;;;
2;26;2019;1;F1;14.2;0.199;0.199;5;;;
2;26;2019;1;F2;8.6;0.093;0.093;5;;;
2;26;2019;1;F3;13.1;0.132;0.132;5;;;
2;26;2019;1;F4;12.7;0.136;0.136;5;;;
2;26;2019;1;F5;12.8;0.136;0.136;5;;;
2;26;2019;1;F6;14.1;0.171;0.171;5;;;
2;26;2019;2;A1;12.5;0.198;0.198;5;;;
2;26;2019;2;A2;11.5;0.149;0.149;5;;;
2;26;2019;2;A3;11.9;0.139;0.139;5;;;
2;26;2019;2;A4;14.3;0.141;0.141;5;;;
2;26;2019;2;A5;15.2;0.171;0.171;5;;;
2;26;2019;2;A6;13.8;0.094;0.094;5;;;
2;26;2019;2;B1;12.9;0.149;0.149;5;;;
2;26;2019;2;B2;12.6;0.149;0.149;5;;;
2;26;2019;2;B3;13.0;0.155;0.155;5;;;
2;26;2019;2;B4;12.9;0.123;0.123;5;;;
2;26;2019;2;B5;10.6;0.101;0.101;5;;;
2;26;2019;2;B6;10.5;0.099;0.099;5;;;
2;26;2019;2;C1;10.9;0.105;0.105;5;;;
2;26;2019;2;C2;13.1;0.181;0.181;5;;;
2;26;2019;2;C3;12.0;0.128;0.128;5;;;
2;26;2019;2;C4;10.1;0.077;0.077;5;;;
2;26;2019;2;C5;11.8;0.117;0.117;5;;;
2;26;2019;2;C6;10.6;0.100;0.100;5;;;
2;26;2019;2;D1;9.7;0.064;0.064;5;;;
2;26;2019;2;D2;7.7;0.069;0.069;5;;;
2;26;2019;2;D3;12.3;0.123;0.123;5;;;
2;26;2019;2;D4;8.7;0.065;0.065;5;;;
2;26;2019;2;D5;9.6;0.071;0.071;5;;;
2;26;2019;2;D6;12.9;0.124;0.124;5;;;
2;26;2019;2;E1;13.7;0.121;0.121;5;;;
2;26;2019;2;E2;12.1;0.113;0.113;5;;;
2;26;2019;2;E3;4.9;0.027;0.027;5;;;
2;26;2019;2;E4;11.3;0.071;0.071;5;;;
2;26;2019;2;E5;8.2;0.057;0.057;5;;;
2;26;2019;2;E6;12.7;0.100;0.100;5;;;
2;26;2019;2;F1;10.6;0.082;0.082;5;;;
2;26;2019;2;F2;10.8;0.105;0.105;5;;;
2;26;2019;2;F3;11.5;0.095;0.095;5;;;
2;26;2019;2;F4;8.4;0.053;0.053;5;;;
2;26;2019;2;F5;8.8;0.046;0.046;5;;;
2;26;2019;2;F6;6.7;0.028;0.028;5;;;
2;26;2019;3;A1;12.7;0.155;0.155;5;;;
2;26;2019;3;A2;11.5;0.167;0.167;5;;;
2;26;2019;3;A3;11.2;0.114;0.114;5;;;
2;26;2019;3;A4;12.3;0.127;0.127;5;;;
2;26;2019;3;A5;12.6;0.111;0.111;5;;;
2;26;2019;3;A6;13.3;0.145;0.145;5;;;
2;26;2019;3;B1;13.8;0.146;0.146;5;;;
2;26;2019;3;B2;16.0;0.074;0.074;5;;;
2;26;2019;3;B3;12.0;0.112;0.112;5;;;
2;26;2019;3;B4;11.4;0.101;0.101;5;;;
2;26;2019;3;B5;11.4;0.105;0.105;5;;;
2;26;2019;3;B6;13.2;0.146;0.146;5;;;
2;26;2019;3;C1;11.6;0.074;0.074;5;;;
2;26;2019;3;C2;13.9;0.151;0.151;5;;;
2;26;2019;3;C3;13.0;0.122;0.122;5;;;
2;26;2019;3;C4;11.6;0.093;0.093;5;;;
2;26;2019;3;C5;12.6;0.118;0.118;5;;;
2;26;2019;3;C6;12.5;0.148;0.148;5;;;
2;26;2019;3;D1;9.7;0.070;0.070;5;;;
2;26;2019;3;D2;12.2;0.123;0.123;5;;;
2;26;2019;3;D3;12.1;0.112;0.112;5;;;
2;26;2019;3;D4;13.6;0.124;0.124;5;;;
2;26;2019;3;D5;14.0;0.140;0.140;5;;;
2;26;2019;3;D6;13.6;0.125;0.125;5;;;
2;26;2019;3;E1;13.1;0.145;0.145;5;;;
2;26;2019;3;E2;13.9;0.144;0.144;5;;;
2;26;2019;3;E3;13.4;0.133;0.133;5;;;
2;26;2019;3;E4;13.1;0.144;0.144;5;;;
2;26;2019;3;E5;16.4;0.104;0.104;5;;;
2;26;2019;3;E6;12.9;0.145;0.145;5;;;
2;26;2019;3;F1;13.2;0.160;0.160;5;;;
2;26;2019;3;F2;14.2;0.154;0.154;5;;;
2;26;2019;3;F3;15.3;0.180;0.180;5;;;
2;26;2019;3;F4;13.1;0.145;0.145;5;;;
2;26;2019;3;F5;15.6;0.155;0.155;5;;;
2;26;2019;3;F6;11.9;0.121;0.121;5;;;
2;26;2019;4;A1;NA;0.228;0.228;5;;;
2;26;2019;4;A2;21.1;0.246;0.246;5;;;
2;26;2019;4;A3;20.8;0.291;0.291;5;;;
2;26;2019;4;A4;21.7;0.281;0.281;5;;;
2;26;2019;4;A5;21.5;0.244;0.244;5;;;
2;26;2019;4;A6;14.0;0.190;0.190;5;;;
2;26;2019;4;B1;21.3;0.222;0.222;5;;;
2;26;2019;4;B2;21.3;0.098;0.098;5;;;
2;26;2019;4;B3;12.4;0.209;0.209;5;;;
2;26;2019;4;B4;11.9;0.178;0.178;5;;;
2;26;2019;4;B5;18.1;0.206;0.206;5;;;
2;26;2019;4;B6;13.0;0.235;0.235;5;;;
2;26;2019;4;C1;20.7;0.248;0.248;5;;;
2;26;2019;4;C2;20.5;0.253;0.253;5;;;
2;26;2019;4;C3;20.6;0.234;0.234;5;;;
2;26;2019;4;C4;15.5;0.165;0.165;5;;;
2;26;2019;4;C5;13.3;0.192;0.192;5;;;
2;26;2019;4;C6;23.6;0.287;0.287;5;;;
2;26;2019;4;D1;21.4;0.246;0.246;5;;;
2;26;2019;4;D2;21.8;0.260;0.260;5;;;
2;26;2019;4;D3;19.2;0.198;0.198;5;;;
2;26;2019;4;D4;13.5;0.147;0.147;5;;;
2;26;2019;4;D5;11.2;0.129;0.129;5;;;
2;26;2019;4;D6;25.5;0.293;0.293;5;;;
2;26;2019;4;E1;15.1;0.135;0.135;5;;;
2;26;2019;4;E2;22.9;0.238;0.238;5;;;
2;26;2019;4;E3;11.8;0.139;0.139;5;;;
2;26;2019;4;E4;19.3;0.180;0.180;5;;;
2;26;2019;4;E5;13.3;0.158;0.158;5;;;
2;26;2019;4;E6;13.9;0.182;0.182;5;;;
2;26;2019;4;F1;22.0;0.259;0.259;5;;;
2;26;2019;4;F2;12.5;0.115;0.115;5;;;
2;26;2019;4;F3;15.7;0.197;0.197;5;;;
2;26;2019;4;F4;19.5;0.205;0.205;5;;;
2;26;2019;4;F5;NA;0.229;0.229;5;;;
2;26;2019;4;F6;21.9;0.240;0.240;5;;;
2;26;2019;5;A1;21.5;0.266;0.266;5;;;
2;26;2019;5;A2;12.7;0.216;0.216;5;;;
2;26;2019;5;A3;NA;0.228;0.228;5;;;
2;26;2019;5;A4;11.9;0.145;0.145;5;;;
2;26;2019;5;A5;19.6;0.208;0.208;5;;;
2;26;2019;5;A6;20.2;0.236;0.236;5;;;
2;26;2019;5;B1;21.8;0.224;0.224;5;;;
2;26;2019;5;B2;15.8;0.193;0.193;5;;;
2;26;2019;5;B3;14.1;0.183;0.183;5;;;
2;26;2019;5;B4;18.7;0.197;0.197;5;;;
2;26;2019;5;B5;19.8;0.231;0.231;5;;;
2;26;2019;5;B6;20.9;0.255;0.255;5;;;
2;26;2019;5;C1;15.3;0.180;0.180;5;;;
2;26;2019;5;C2;12.8;0.149;0.149;5;;;
2;26;2019;5;C3;13.4;0.165;0.165;5;;;
2;26;2019;5;C4;14.5;0.177;0.177;5;;;
2;26;2019;5;C5;20.5;0.246;0.246;5;;;
2;26;2019;5;C6;17.7;0.201;0.201;5;;;
2;26;2019;5;D1;13.0;0.160;0.160;5;;;
2;26;2019;5;D2;14.4;0.215;0.215;5;;;
2;26;2019;5;D3;22.4;0.283;0.283;5;;;
2;26;2019;5;D4;17.2;0.242;0.242;5;;;
2;26;2019;5;D5;21.9;0.248;0.248;5;;;
2;26;2019;5;D6;21.8;0.293;0.293;5;;;
2;26;2019;5;E1;12.8;0.215;0.215;5;;;
2;26;2019;5;E2;12.6;0.295;0.295;5;;;
2;26;2019;5;E3;11.8;0.155;0.155;5;;;
2;26;2019;5;E4;19.0;0.213;0.213;5;;;
2;26;2019;5;E5;11.7;0.161;0.161;5;;;
2;26;2019;5;E6;16.3;0.170;0.170;5;;;
2;26;2019;5;F1;17.5;0.176;0.176;5;;;
2;26;2019;5;F2;16.4;0.179;0.179;5;;;
2;26;2019;5;F3;12.7;0.111;0.111;5;;;
2;26;2019;5;F4;12.8;0.122;0.122;5;;;
2;26;2019;5;F5;10.4;0.102;0.102;5;;;
2;26;2019;5;F6;17.0;0.209;0.209;5;;;
2;26;2019;6;A1;26.6;0.395;0.395;5;;;
2;26;2019;6;A2;20.2;0.244;0.244;5;;;
2;26;2019;6;A3;20.0;0.230;0.230;5;;;
2;26;2019;6;A4;20.1;0.251;0.251;5;;;
2;26;2019;6;A5;19.8;0.245;0.245;5;;;
2;26;2019;6;A6;21.0;0.253;0.253;5;;;
2;26;2019;6;B1;20.9;0.322;0.322;5;;;
2;26;2019;6;B2;22.0;0.277;0.277;5;;;
2;26;2019;6;B3;21.4;0.259;0.259;5;;;
2;26;2019;6;B4;NA;0.273;0.273;5;;;
2;26;2019;6;B5;20.5;0.256;0.256;5;;;
2;26;2019;6;B6;14.1;0.207;0.207;5;;;
2;26;2019;6;C1;21.2;0.280;0.280;5;;;
2;26;2019;6;C2;21.2;0.250;0.250;5;;;
2;26;2019;6;C3;21.5;0.255;0.255;5;;;
2;26;2019;6;C4;21.5;0.242;0.242;5;;;
2;26;2019;6;C5;13.1;0.273;0.273;5;;;
2;26;2019;6;C6;19.9;0.217;0.217;5;;;
2;26;2019;6;D1;21.6;0.271;0.271;5;;;
2;26;2019;6;D2;19.8;0.223;0.223;5;;;
2;26;2019;6;D3;21.6;0.266;0.266;5;;;
2;26;2019;6;D4;21.8;0.274;0.274;5;;;
2;26;2019;6;D5;21.5;0.283;0.283;5;;;
2;26;2019;6;D6;20.3;0.239;0.239;5;;;
2;26;2019;6;E1;22.5;0.297;0.297;5;;;
2;26;2019;6;E2;22.1;0.311;0.311;5;;;
2;26;2019;6;E3;22.2;0.274;0.274;5;;;
2;26;2019;6;E4;22.0;0.283;0.283;5;;;
2;26;2019;6;E5;22.4;0.291;0.291;5;;;
2;26;2019;6;E6;18.3;0.191;0.191;5;;;
2;26;2019;6;F1;19.7;0.239;0.239;5;;;
2;26;2019;6;F2;21.8;0.289;0.289;5;;;
2;26;2019;6;F3;22.4;0.287;0.287;5;;;
2;26;2019;6;F4;13.5;0.177;0.177;5;;;
2;26;2019;6;F5;20.1;0.230;0.230;5;;;
2;26;2019;6;F6;18.7;0.168;0.168;5;;;
2;26;2019;7;A1;10.8;0.139;0.139;5;;;
2;26;2019;7;A2;NA;0.226;0.226;5;;;
2;26;2019;7;A3;21.9;0.313;0.313;5;;;
2;26;2019;7;A4;17.9;0.171;0.171;5;;;
2;26;2019;7;A5;13.6;0.135;0.135;5;;;
2;26;2019;7;A6;17.9;0.148;0.148;5;;;
2;26;2019;7;B1;13.8;0.173;0.173;5;;;
2;26;2019;7;B2;12.1;0.148;0.148;5;;;
2;26;2019;7;B3;12.2;0.199;0.199;5;;;
2;26;2019;7;B4;16.8;0.150;0.150;5;;;
2;26;2019;7;B5;16.1;0.127;0.127;5;;;
2;26;2019;7;B6;13.7;0.123;0.123;5;;;
2;26;2019;7;C1;13.0;0.244;0.244;5;;;
2;26;2019;7;C2;13.7;0.192;0.192;5;;;
2;26;2019;7;C3;12.8;0.192;0.192;5;;;
2;26;2019;7;C4;16.6;0.126;0.126;5;;;
2;26;2019;7;C5;18.5;0.150;0.150;5;;;
2;26;2019;7;C6;14.1;0.145;0.145;5;;;
2;26;2019;7;D1;12.3;0.243;0.243;5;;;
2;26;2019;7;D2;11.7;0.151;0.151;5;;;
2;26;2019;7;D3;12.5;0.150;0.150;5;;;
2;26;2019;7;D4;17.3;0.152;0.152;5;;;
2;26;2019;7;D5;13.5;0.117;0.117;5;;;
2;26;2019;7;D6;16.6;0.227;0.227;5;;;
2;26;2019;7;E1;27.6;0.310;0.310;5;;;
2;26;2019;7;E2;12.1;0.188;0.188;5;;;
2;26;2019;7;E3;14.3;0.198;0.198;5;;;
2;26;2019;7;E4;18.0;0.184;0.184;5;;;
2;26;2019;7;E5;13.3;0.241;0.241;5;;;
2;26;2019;7;E6;19.9;0.211;0.211;5;;;
2;26;2019;7;F1;11.8;0.209;0.209;5;;;
2;26;2019;7;F2;11.5;0.148;0.148;5;;;
2;26;2019;7;F3;12.3;0.207;0.207;5;;;
2;26;2019;7;F4;21.9;0.236;0.236;5;;;
2;26;2019;7;F5;20.1;0.207;0.207;5;;;
2;26;2019;7;F6;NA;0.376;0.376;5;;;
2;26;2019;8;A1;11.0;0.127;0.127;5;;;
2;26;2019;8;A2;14.4;0.163;0.163;5;;;
2;26;2019;8;A3;14.4;0.192;0.192;5;;;
2;26;2019;8;A4;15.5;0.139;0.139;5;;;
2;26;2019;8;A5;14.0;0.171;0.171;5;;;
2;26;2019;8;A6;21.3;0.260;0.260;5;;;
2;26;2019;8;B1;13.5;0.177;0.177;5;;;
2;26;2019;8;B2;12.9;0.160;0.160;5;;;
2;26;2019;8;B3;20.1;0.215;0.215;5;;;
2;26;2019;8;B4;18.9;0.168;0.168;5;;;
2;26;2019;8;B5;18.1;0.205;0.205;5;;;
2;26;2019;8;B6;21.0;0.265;0.265;5;;;
2;26;2019;8;C1;18.8;0.177;0.177;5;;;
2;26;2019;8;C2;19.1;0.190;0.190;5;;;
2;26;2019;8;C3;16.0;0.125;0.125;5;;;
2;26;2019;8;C4;18.3;0.160;0.160;5;;;
2;26;2019;8;C5;14.0;0.167;0.167;5;;;
2;26;2019;8;C6;15.6;0.157;0.157;5;;;
2;26;2019;8;D1;18.9;0.182;0.182;5;;;
2;26;2019;8;D2;13.0;0.201;0.201;5;;;
2;26;2019;8;D3;18.8;0.138;0.138;5;;;
2;26;2019;8;D4;14.3;0.119;0.119;5;;;
2;26;2019;8;D5;19.7;0.194;0.194;5;;;
2;26;2019;8;D6;19.4;0.188;0.188;5;;;
2;26;2019;8;E1;17.6;0.183;0.183;5;;;
2;26;2019;8;E2;17.3;0.132;0.132;5;;;
2;26;2019;8;E3;15.0;0.109;0.109;5;;;
2;26;2019;8;E4;13.2;0.099;0.099;5;;;
2;26;2019;8;E5;19.3;0.152;0.152;5;;;
2;26;2019;8;E6;13.2;0.131;0.131;5;;;
2;26;2019;8;F1;19.3;0.191;0.191;5;;;
2;26;2019;8;F2;12.5;0.174;0.174;5;;;
2;26;2019;8;F3;21.5;0.287;0.287;5;;;
2;26;2019;8;F4;23.6;0.306;0.306;5;;;
2;26;2019;8;F5;11.9;0.199;0.199;5;;;
2;26;2019;8;F6;12.3;0.209;0.209;5;;;
2;26;2019;9;A1;18.1;0.052;0.052;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;A2;19.1;0.029;0.029;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
