day;month;year;Plot;Subplot;Moisture;Salinity;Salinity_mean;Sensor;Observations;;
2;26;2019;9;A3;21.1;0.035;0.035;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;A4;10.4;0.028;0.028;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;A5;9.9;0.019;0.019;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;A6;10.9;0.070;0.070;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;B1;19.9;0.050;0.050;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;B2;16.9;0.028;0.028;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;B3;26.5;0.077;0.077;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;B4;22.1;0.029;0.029;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;B5;16.4;0.070;0.070;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;B6;16.8;0.022;0.022;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;C1;21.2;0.089;0.089;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;C2;18.1;0.042;0.042;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;C3;28.0;0.096;0.096;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;C4;17.0;0.051;0.051;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;C5;27.9;0.118;0.118;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;C6;15.6;0.018;0.018;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;D1;28.4;0.130;0.130;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;D2;27.7;0.107;0.107;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;D3;8.6;0.077;0.077;5;;;
2;26;2019;9;D4;19.1;0.034;0.034;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;D5;21.2;0.044;0.044;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;D6;10.3;0.112;0.112;5;;;
2;26;2019;9;E1;17.6;0.116;0.116;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;E2;4.9;0.035;0.035;5;;;
2;26;2019;9;E3;37.5;0.004;0.004;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;E4;28.7;0.195;0.195;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;E5;26.5;0.100;0.100;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;E6;25.2;0.057;0.057;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;F1;12.1;0.238;0.238;5;;;
2;26;2019;9;F2;27.8;0.328;0.328;5;;;
2;26;2019;9;F3;10.9;0.144;0.144;5;;;
2;26;2019;9;F4;11.7;0.196;0.196;5;;;
2;26;2019;9;F5;28.8;0.161;0.161;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
2;26;2019;9;F6;28.0;0.143;0.143;10;Al haber bastantes valores % negativos con sensor 5 se cambia al 10;;
3;12;2019;1;A1;13.0;0.191;0.191;5;;;
3;12;2019;1;A2;12.9;0.186;0.186;5;;;
3;12;2019;1;A3;20.7;0.232;0.232;5;;;
3;12;2019;1;A4;13.6;0.173;0.173;5;;;
3;12;2019;1;A5;13.2;0.175;0.175;5;;;
3;12;2019;1;A6;19.0;0.220;0.220;5;;;
3;12;2019;1;B1;18.7;0.196;0.196;5;;;
3;12;2019;1;B2;15.1;0.212;0.212;5;;;
3;12;2019;1;B3;19.3;0.228;0.228;5;;;
3;12;2019;1;B4;18.3;0.226;0.226;5;;;
3;12;2019;1;B5;11.4;0.121;0.121;5;;;
3;12;2019;1;B6;13.4;0.164;0.164;5;;;
3;12;2019;1;C1;13.3;0.205;0.205;5;;;
3;12;2019;1;C2;16.1;0.206;0.206;5;;;
3;12;2019;1;C3;14.7;0.212;0.212;5;;;
3;12;2019;1;C4;13.5;0.206;0.206;5;;;
3;12;2019;1;C5;14.1;0.194;0.194;5;;;
3;12;2019;1;C6;21.5;0.252;0.252;5;;;
3;12;2019;1;D1;13.3;0.150;0.150;5;;;
3;12;2019;1;D2;14.9;0.183;0.183;5;;;
3;12;2019;1;D3;14.2;0.196;0.196;5;;;
3;12;2019;1;D4;13.2;0.184;0.184;5;;;
3;12;2019;1;D5;13.3;0.153;0.153;5;;;
3;12;2019;1;D6;15.1;0.204;0.204;5;;;
3;12;2019;1;E1;8.2;0.078;0.078;5;;;
3;12;2019;1;E2;9.5;0.108;0.108;5;;;
3;12;2019;1;E3;14.3;0.176;0.176;5;;;
3;12;2019;1;E4;13.7;0.192;0.192;5;;;
3;12;2019;1;E5;11.7;0.122;0.122;5;;;
3;12;2019;1;E6;19.9;0.225;0.225;5;;;
3;12;2019;1;F1;12.5;0.157;0.157;5;;;
3;12;2019;1;F2;18.9;0.192;0.192;5;;;
3;12;2019;1;F3;11.5;0.032;0.032;5;;;
3;12;2019;1;F4;11.0;0.131;0.131;5;;;
3;12;2019;1;F5;13.1;0.131;0.131;5;;;
3;12;2019;1;F6;13.3;0.161;0.161;5;;;
3;12;2019;2;A1;10.6;0.116;0.116;5;;;
3;12;2019;2;A2;7.9;0.093;0.093;5;;;
3;12;2019;2;A3;10.8;0.102;0.102;5;;;
3;12;2019;2;A4;10.5;0.091;0.091;5;;;
3;12;2019;2;A5;10.6;0.100;0.100;5;;;
3;12;2019;2;A6;10.9;0.072;0.072;5;;;
3;12;2019;2;B1;8.8;0.087;0.087;5;;;
3;12;2019;2;B2;10.4;0.098;0.098;5;;;
3;12;2019;2;B3;11.5;0.118;0.118;5;;;
3;12;2019;2;B4;8.5;0.067;0.067;5;;;
3;12;2019;2;B5;10.0;0.090;0.090;5;;;
3;12;2019;2;B6;9.5;0.076;0.076;5;;;
3;12;2019;2;C1;12.3;0.126;0.126;5;;;
3;12;2019;2;C2;11.3;0.123;0.123;5;;;
3;12;2019;2;C3;11.6;0.122;0.122;5;;;
3;12;2019;2;C4;4.9;0.040;0.040;5;;;
3;12;2019;2;C5;6.8;0.050;0.050;5;;;
3;12;2019;2;C6;9.6;0.077;0.077;5;;;
3;12;2019;2;D1;9.4;0.060;0.060;5;;;
3;12;2019;2;D2;9.6;0.090;0.090;5;;;
3;12;2019;2;D3;12.0;0.130;0.130;5;;;
3;12;2019;2;D4;2.8;0.022;0.022;5;;;
3;12;2019;2;D5;8.2;0.055;0.055;5;;;
3;12;2019;2;D6;9.2;0.067;0.067;5;;;
3;12;2019;2;E1;10.1;0.078;0.078;5;;;
3;12;2019;2;E2;9.0;0.068;0.068;5;;;
3;12;2019;2;E3;4.1;0.031;0.031;5;;;
3;12;2019;2;E4;8.9;0.056;0.056;5;;;
3;12;2019;2;E5;5.8;0.041;0.041;5;;;
3;12;2019;2;E6;4.0;0.028;0.028;5;;;
3;12;2019;2;F1;4.1;0.034;0.034;5;;;
3;12;2019;2;F2;7.9;0.058;0.058;5;;;
3;12;2019;2;F3;10.6;0.067;0.067;5;;;
3;12;2019;2;F4;3.8;0.030;0.030;5;;;
3;12;2019;2;F5;8.4;0.049;0.049;5;;;
3;12;2019;2;F6;2.6;0.020;0.020;5;;;
3;12;2019;3;A1;11.5;0.125;0.125;5;;;
3;12;2019;3;A2;11.9;0.121;0.121;5;;;
3;12;2019;3;A3;9.3;0.083;0.083;5;;;
3;12;2019;3;A4;10.8;0.094;0.094;5;;;
3;12;2019;3;A5;14.0;0.119;0.119;5;;;
3;12;2019;3;A6;13.4;0.133;0.133;5;;;
3;12;2019;3;B1;12.9;0.119;0.119;5;;;
3;12;2019;3;B2;14.0;0.157;0.157;5;;;
3;12;2019;3;B3;11.4;0.083;0.083;5;;;
3;12;2019;3;B4;13.1;0.094;0.094;5;;;
3;12;2019;3;B5;10.9;0.088;0.088;5;;;
3;12;2019;3;B6;12.2;0.121;0.121;5;;;
3;12;2019;3;C1;13.2;0.116;0.116;5;;;
3;12;2019;3;C2;13.6;0.152;0.152;5;;;
3;12;2019;3;C3;5.8;0.051;0.051;5;;;
3;12;2019;3;C4;10.5;0.089;0.089;5;;;
3;12;2019;3;C5;6.0;0.044;0.044;5;;;
3;12;2019;3;C6;8.8;0.085;0.085;5;;;
3;12;2019;3;D1;8.3;0.059;0.059;5;;;
3;12;2019;3;D2;11.3;0.102;0.102;5;;;
3;12;2019;3;D3;11.3;0.121;0.121;5;;;
3;12;2019;3;D4;14.0;0.112;0.112;5;;;
3;12;2019;3;D5;12.5;0.120;0.120;5;;;
3;12;2019;3;D6;11.6;0.086;0.086;5;;;
3;12;2019;3;E1;11.7;0.113;0.113;5;;;
3;12;2019;3;E2;9.1;0.081;0.081;5;;;
3;12;2019;3;E3;12.4;0.123;0.123;5;;;
3;12;2019;3;E4;17.3;0.179;0.179;5;;;
3;12;2019;3;E5;11.9;0.110;0.110;5;;;
3;12;2019;3;E6;12.8;0.128;0.128;5;;;
3;12;2019;3;F1;17.3;0.128;0.128;5;;;
3;12;2019;3;F2;10.8;0.103;0.103;5;;;
3;12;2019;3;F3;11.7;0.111;0.111;5;;;
3;12;2019;3;F4;16.1;0.160;0.160;5;;;
3;12;2019;3;F5;13.1;0.117;0.117;5;;;
3;12;2019;3;F6;13.1;0.123;0.123;5;;;
3;11;2019;4;A1;20.8;0.250;0.250;5;;;
3;11;2019;4;A2;17.4;0.208;0.208;5;;;
3;11;2019;4;A3;NA;0.271;0.271;5;;;
3;11;2019;4;A4;12.2;0.190;0.190;5;;;
3;11;2019;4;A5;19.2;0.212;0.212;5;;;
3;11;2019;4;A6;13.6;0.201;0.201;5;;;
3;11;2019;4;B1;27.6;0.327;0.327;5;;;
3;11;2019;4;B2;13.6;0.191;0.191;5;;;
3;11;2019;4;B3;13.2;0.203;0.203;5;;;
3;11;2019;4;B4;12.7;0.170;0.170;5;;;
3;11;2019;4;B5;18.5;0.195;0.195;5;;;
3;11;2019;4;B6;15.4;0.241;0.241;5;;;
3;11;2019;4;C1;27.4;0.313;0.313;5;;;
3;11;2019;4;C2;21.8;0.239;0.239;5;;;
3;11;2019;4;C3;13.1;0.161;0.161;5;;;
3;11;2019;4;C4;13.3;0.154;0.154;5;;;
3;11;2019;4;C5;12.8;0.168;0.168;5;;;
3;11;2019;4;C6;13.5;0.212;0.212;5;;;
3;11;2019;4;D1;20.8;0.231;0.231;5;;;
3;11;2019;4;D2;21.8;0.265;0.265;5;;;
3;11;2019;4;D3;16.5;0.195;0.195;5;;;
3;11;2019;4;D4;13.2;0.171;0.171;5;;;
3;11;2019;4;D5;12.8;0.171;0.171;5;;;
3;11;2019;4;D6;22.3;0.257;0.257;5;;;
3;11;2019;4;E1;17.3;0.174;0.174;5;;;
3;11;2019;4;E2;12.9;0.228;0.228;5;;;
3;11;2019;4;E3;15.4;0.169;0.169;5;;;
3;11;2019;4;E4;16.8;0.181;0.181;5;;;
3;11;2019;4;E5;13.8;0.167;0.167;5;;;
3;11;2019;4;E6;18.6;0.205;0.205;5;;;
3;11;2019;4;F1;24.9;0.289;0.289;5;;;
3;11;2019;4;F2;20.2;0.199;0.199;5;;;
3;11;2019;4;F3;18.7;0.221;0.221;5;;;
3;11;2019;4;F4;21.7;0.223;0.223;5;;;
3;11;2019;4;F5;19.4;0.211;0.211;5;;;
3;11;2019;4;F6;20.2;0.229;0.229;5;;;
3;11;2019;5;A1;23.8;0.269;0.269;5;;;
3;11;2019;5;A2;13.4;0.234;0.234;5;;;
3;11;2019;5;A3;13.6;0.221;0.221;5;;;
3;11;2019;5;A4;14.5;0.165;0.165;5;;;
3;11;2019;5;A5;13.4;0.199;0.199;5;;;
3;11;2019;5;A6;19.7;0.224;0.224;5;;;
3;11;2019;5;B1;19.7;0.245;0.245;5;;;
3;11;2019;5;B2;12.6;0.176;0.176;5;;;
3;11;2019;5;B3;19.2;0.201;0.201;5;;;
3;11;2019;5;B4;19.0;0.214;0.214;5;;;
3;11;2019;5;B5;20.0;0.258;0.258;5;;;
3;11;2019;5;B6;14.0;0.197;0.197;5;;;
3;11;2019;5;C1;13.1;0.156;0.156;5;;;
3;11;2019;5;C2;13.3;0.150;0.150;5;;;
3;11;2019;5;C3;15.2;0.194;0.194;5;;;
3;11;2019;5;C4;19.4;0.200;0.200;5;;;
3;11;2019;5;C5;20.7;0.253;0.253;5;;;
3;11;2019;5;C6;19.1;0.227;0.227;5;;;
3;11;2019;5;D1;15.7;0.226;0.226;5;;;
3;11;2019;5;D2;15.4;0.212;0.212;5;;;
3;11;2019;5;D3;13.8;0.212;0.212;5;;;
3;11;2019;5;D4;23.7;0.264;0.264;5;;;
3;11;2019;5;D5;26.5;0.301;0.301;5;;;
3;11;2019;5;D6;20.2;0.264;0.264;5;;;
3;11;2019;5;E1;19.4;0.227;0.227;5;;;
3;11;2019;5;E2;13.1;0.233;0.233;5;;;
3;11;2019;5;E3;11.4;0.161;0.161;5;;;
3;11;2019;5;E4;12.4;0.165;0.165;5;;;
3;11;2019;5;E5;14.2;0.195;0.195;5;;;
3;11;2019;5;E6;14.5;0.135;0.135;5;;;
3;11;2019;5;F1;19.4;0.232;0.232;5;;;
3;11;2019;5;F2;12.4;0.127;0.127;5;;;
3;11;2019;5;F3;12.1;0.123;0.123;5;;;
3;11;2019;5;F4;15.3;0.162;0.162;5;;;
3;11;2019;5;F5;11.6;0.123;0.123;5;;;
3;11;2019;5;F6;19.3;0.215;0.215;5;;;
3;11;2019;6;A1;27.3;0.318;0.318;5;;;
3;11;2019;6;A2;19.7;0.215;0.215;5;;;
3;11;2019;6;A3;20.6;0.233;0.233;5;;;
3;11;2019;6;A4;18.8;0.207;0.207;5;;;
3;11;2019;6;A5;13.0;0.211;0.211;5;;;
3;11;2019;6;A6;20.3;0.220;0.220;5;;;
3;11;2019;6;B1;22.6;0.270;0.270;5;;;
3;11;2019;6;B2;NA;0.294;0.294;5;;;
3;11;2019;6;B3;NA;0.277;0.277;5;;;
3;11;2019;6;B4;21.9;0.260;0.260;5;;;
3;11;2019;6;B5;21.4;0.250;0.250;5;;;
3;11;2019;6;B6;18.8;0.214;0.214;5;;;
3;11;2019;6;C1;22.1;0.294;0.294;5;;;
3;11;2019;6;C2;21.0;0.246;0.246;5;;;
3;11;2019;6;C3;21.3;0.243;0.243;5;;;
3;11;2019;6;C4;19.0;0.251;0.251;5;;;
3;11;2019;6;C5;26.3;0.301;0.301;5;;;
3;11;2019;6;C6;21.0;0.240;0.240;5;;;
3;11;2019;6;D1;17.9;0.226;0.226;5;;;
3;11;2019;6;D2;20.1;0.231;0.231;5;;;
3;11;2019;6;D3;21.9;0.263;0.263;5;;;
3;11;2019;6;D4;NA;0.255;0.255;5;;;
3;11;2019;6;D5;21.8;0.281;0.281;5;;;
3;11;2019;6;D6;22.0;0.259;0.259;5;;;
3;11;2019;6;E1;NA;0.304;0.304;5;;;
3;11;2019;6;E2;21.3;0.268;0.268;5;;;
3;11;2019;6;E3;21.9;0.275;0.275;5;;;
3;11;2019;6;E4;21.8;0.262;0.262;5;;;
3;11;2019;6;E5;23.4;0.288;0.288;5;;;
3;11;2019;6;E6;12.3;0.168;0.168;5;;;
3;11;2019;6;F1;NA;0.223;0.223;5;;;
3;11;2019;6;F2;12.6;0.235;0.235;5;;;
3;11;2019;6;F3;27.4;0.284;0.284;5;;;
3;11;2019;6;F4;21.2;0.244;0.244;5;;;
3;11;2019;6;F5;20.4;0.240;0.240;5;;;
3;11;2019;6;F6;18.4;0.181;0.181;5;;;
3;11;2019;7;A1;19.1;0.224;0.224;5;;;
3;11;2019;7;A2;18.8;0.239;0.239;5;;;
3;11;2019;7;A3;19.6;0.271;0.271;5;;;
3;11;2019;7;A4;19.2;0.210;0.210;5;;;
3;11;2019;7;A5;14.4;0.155;0.155;5;;;
3;11;2019;7;A6;18.1;0.158;0.158;5;;;
3;11;2019;7;B1;18.1;0.197;0.197;5;;;
3;11;2019;7;B2;12.4;0.196;0.196;5;;;
3;11;2019;7;B3;21.6;0.257;0.257;5;;;
3;11;2019;7;B4;14.3;0.133;0.133;5;;;
3;11;2019;7;B5;13.8;0.108;0.108;5;;;
3;11;2019;7;B6;18.8;0.153;0.153;5;;;
3;11;2019;7;C1;14.2;0.190;0.190;5;;;
3;11;2019;7;C2;18.6;0.187;0.187;5;;;
3;11;2019;7;C3;20.2;0.225;0.225;5;;;
3;11;2019;7;C4;14.6;0.108;0.108;5;;;
3;11;2019;7;C5;16.7;0.135;0.135;5;;;
3;11;2019;7;C6;14.0;0.128;0.128;5;;;
3;11;2019;7;D1;12.5;0.252;0.252;5;;;
3;11;2019;7;D2;12.2;0.155;0.155;5;;;
3;11;2019;7;D3;15.3;0.166;0.166;5;;;
3;11;2019;7;D4;13.7;0.152;0.152;5;;;
3;11;2019;7;D5;19.2;0.160;0.160;5;;;
3;11;2019;7;D6;19.4;0.183;0.183;5;;;
3;11;2019;7;E1;NA;0.358;0.358;5;;;
3;11;2019;7;E2;20.0;0.265;0.265;5;;;
3;11;2019;7;E3;12.5;0.139;0.139;5;;;
3;11;2019;7;E4;18.0;0.173;0.173;5;;;
3;11;2019;7;E5;19.3;0.220;0.220;5;;;
3;11;2019;7;E6;20.1;0.245;0.245;5;;;
3;11;2019;7;F1;11.5;0.237;0.237;5;;;
3;11;2019;7;F2;13.3;0.240;0.240;5;;;
3;11;2019;7;F3;11.0;0.235;0.235;5;;;
3;11;2019;7;F4;13.2;0.182;0.182;5;;;
3;11;2019;7;F5;19.6;0.227;0.227;5;;;
3;11;2019;7;F6;26.5;0.353;0.353;5;;;
3;11;2019;8;A1;23.3;0.283;0.283;5;;;
3;11;2019;8;A2;18.8;0.194;0.194;5;;;
3;11;2019;8;A3;20.1;0.214;0.214;5;;;
3;11;2019;8;A4;18.0;0.160;0.160;5;;;
3;11;2019;8;A5;19.5;0.201;0.201;5;;;
3;11;2019;8;A6;21.9;0.263;0.263;5;;;
3;11;2019;8;B1;20.5;0.145;0.145;5;;;
3;11;2019;8;B2;19.9;0.206;0.206;5;;;
3;11;2019;8;B3;20.3;0.224;0.224;5;;;
3;11;2019;8;B4;18.0;0.143;0.143;5;;;
3;11;2019;8;B5;20.8;0.231;0.231;5;;;
3;11;2019;8;B6;22.1;0.262;0.262;5;;;
3;11;2019;8;C1;18.8;0.183;0.183;5;;;
3;11;2019;8;C2;15.9;0.176;0.176;5;;;
3;11;2019;8;C3;15.8;0.117;0.117;5;;;
3;11;2019;8;C4;14.8;0.129;0.129;5;;;
3;11;2019;8;C5;17.7;0.189;0.189;5;;;
3;11;2019;8;C6;24.7;0.242;0.242;5;;;
3;11;2019;8;D1;20.2;0.219;0.219;5;;;
3;11;2019;8;D2;13.7;0.189;0.189;5;;;
3;11;2019;8;D3;18.4;0.137;0.137;5;;;
3;11;2019;8;D4;19.6;0.150;0.150;5;;;
3;11;2019;8;D5;19.9;0.225;0.225;5;;;
3;11;2019;8;D6;19.4;0.185;0.185;5;;;
3;11;2019;8;E1;14.2;0.221;0.221;5;;;
3;11;2019;8;E2;19.3;0.165;0.165;5;;;
3;11;2019;8;E3;18.6;0.129;0.129;5;;;
3;11;2019;8;E4;18.2;0.142;0.142;5;;;
3;11;2019;8;E5;17.2;0.129;0.129;5;;;
3;11;2019;8;E6;15.5;0.132;0.132;5;;;
3;11;2019;8;F1;21.6;0.262;0.262;5;;;
3;11;2019;8;F2;26.7;0.323;0.323;5;;;
3;11;2019;8;F3;22.1;0.323;0.323;5;;;
3;11;2019;8;F4;21.8;0.261;0.261;5;;;
3;11;2019;8;F5;12.3;0.151;0.151;5;;;
3;11;2019;8;F6;20.6;0.198;0.198;5;;;
3;11;2019;9;A1;6.4;0.044;0.044;5;;;
3;11;2019;9;A2;3.8;0.031;0.031;5;;;
3;11;2019;9;A3;7.4;0.034;0.034;5;;;
3;11;2019;9;A4;4.6;0.027;0.027;5;;;
3;11;2019;9;A5;1.5;0.013;0.013;5;;;
3;11;2019;9;A6;8.9;0.037;0.037;5;;;
3;11;2019;9;B1;8.4;0.056;0.056;5;;;
3;11;2019;9;B2;4.3;0.024;0.024;5;;;
3;11;2019;9;B3;6.3;0.032;0.032;5;;;
3;11;2019;9;B4;3.3;0.018;0.018;5;;;
3;11;2019;9;B5;10.6;0.079;0.079;5;;;
3;11;2019;9;B6;4.3;0.024;0.024;5;;;
3;11;2019;9;C1;6.5;0.048;0.048;5;;;
3;11;2019;9;C2;4.5;0.033;0.033;5;;;
3;11;2019;9;C3;6.3;0.050;0.050;5;;;
3;11;2019;9;C4;5.9;0.045;0.045;5;;;
3;11;2019;9;C5;6.7;0.038;0.038;5;;;
3;11;2019;9;C6;5.4;0.032;0.032;5;;;
3;11;2019;9;D1;9.3;0.082;0.082;5;;;
3;11;2019;9;D2;12.3;0.177;0.177;5;;;
3;11;2019;9;D3;11.1;0.118;0.118;5;;;
3;11;2019;9;D4;4.1;0.031;0.031;5;;;
3;11;2019;9;D5;8.0;0.063;0.063;5;;;
3;11;2019;9;D6;11.0;0.114;0.114;5;;;
3;11;2019;9;E1;10.6;0.102;0.102;5;;;
3;11;2019;9;E2;12.1;0.174;0.174;5;;;
3;11;2019;9;E3;12.9;0.207;0.207;5;;;
3;11;2019;9;E4;10.6;0.093;0.093;5;;;
3;11;2019;9;E5;10.6;0.092;0.092;5;;;
3;11;2019;9;E6;8.0;0.046;0.046;5;;;
3;11;2019;9;F1;7.7;0.071;0.071;5;;;
3;11;2019;9;F2;9.0;0.078;0.078;5;;;
3;11;2019;9;F3;11.4;0.132;0.132;5;;;
3;11;2019;9;F4;12.2;0.241;0.241;5;;;
3;11;2019;9;F5;NA;0.426;0.426;5;;;
3;11;2019;9;F6;14.1;0.210;0.210;5;;;
3;26;2019;1;A1;7.0;0.077;0.077;5;;;
3;26;2019;1;A2;7.1;0.010;0.010;5;;;
3;26;2019;1;A3;10.5;0.096;0.096;5;;;
3;26;2019;1;A4;9.6;0.080;0.080;5;;;
3;26;2019;1;A5;2.8;0.048;0.048;5;;;
3;26;2019;1;A6;0.8;0.033;0.033;5;;;
3;26;2019;1;B1;7.3;0.096;0.096;5;;;
3;26;2019;1;B2;11.3;0.088;0.088;5;;;
3;26;2019;1;B3;7.6;0.112;0.112;5;;;
3;26;2019;1;B4;7.6;0.087;0.087;5;;;
3;26;2019;1;B5;6.2;0.071;0.071;5;;;
3;26;2019;1;B6;6.0;0.066;0.066;5;;;
3;26;2019;1;C1;2.8;0.052;0.052;5;;;
3;26;2019;1;C2;11.2;0.160;0.160;5;;;
3;26;2019;1;C3;10.5;0.114;0.114;5;;;
3;26;2019;1;C4;10.1;0.079;0.079;5;;;
3;26;2019;1;C5;10.4;0.101;0.101;5;;;
3;26;2019;1;C6;9.1;0.084;0.084;5;;;
3;26;2019;1;D1;10.6;0.114;0.114;5;;;
3;26;2019;1;D2;NA;0.056;0.056;5;;;
3;26;2019;1;D3;NA;0.030;0.030;5;;;
3;26;2019;1;D4;2.1;0.010;0.010;5;;;
3;26;2019;1;D5;2.8;0.054;0.054;5;;;
3;26;2019;1;D6;0.7;0.051;0.051;5;;;
3;26;2019;1;E1;NA;0.054;0.054;5;;;
3;26;2019;1;E2;NA;0.018;0.018;5;;;
3;26;2019;1;E3;2.1;0.042;0.042;5;;;
3;26;2019;1;E4;1.8;0.059;0.059;5;;;
3;26;2019;1;E5;NA;0.001;0.001;5;;;
3;26;2019;1;E6;10.4;0.089;0.089;5;;;
3;26;2019;1;F1;3.0;0.023;0.023;5;;;
3;26;2019;1;F2;6.9;0.076;0.076;5;;;
3;26;2019;1;F3;5.5;0.043;0.043;5;;;
3;26;2019;1;F4;2.9;0.079;0.079;5;;;
3;26;2019;1;F5;3.8;0.043;0.043;5;;;
3;26;2019;1;F6;7.4;0.070;0.070;5;;;
3;26;2019;2;A1;NA;0.002;0.002;5;;;
3;26;2019;2;A2;NA;0.027;0.027;5;;;
3;26;2019;2;A3;NA;0.018;0.018;5;;;
3;26;2019;2;A4;NA;0.035;0.035;5;;;
3;26;2019;2;A5;NA;0.013;0.013;5;;;
3;26;2019;2;A6;NA;0.013;0.013;5;;;
3;26;2019;2;B1;5.9;0.007;0.007;5;;;
3;26;2019;2;B2;NA;0.012;0.012;5;;;
3;26;2019;2;B3;3.3;0.032;0.032;5;;;
3;26;2019;2;B4;NA;0.008;0.008;5;;;
3;26;2019;2;B5;NA;0.011;0.011;5;;;
3;26;2019;2;B6;NA;0.018;0.018;5;;;
3;26;2019;2;C1;2.3;0.021;0.021;5;;;
3;26;2019;2;C2;NA;0.017;0.017;5;;;
3;26;2019;2;C3;NA;0.012;0.012;5;;;
3;26;2019;2;C4;NA;0.005;0.005;5;;;
3;26;2019;2;C5;NA;0.001;0.001;5;;;
3;26;2019;2;C6;NA;0.021;0.021;5;;;
3;26;2019;2;D1;2.2;0.028;0.028;5;;;
3;26;2019;2;D2;0.3;0.025;0.025;5;;;
3;26;2019;2;D3;7.6;0.043;0.043;5;;;
3;26;2019;2;D4;NA;0.019;0.019;5;;;
3;26;2019;2;D5;NA;0.008;0.008;5;;;
3;26;2019;2;D6;NA;0.018;0.018;5;;;
3;26;2019;2;E1;NA;0.021;0.021;5;;;
3;26;2019;2;E2;NA;0.007;0.007;5;;;
3;26;2019;2;E3;NA;0.010;0.010;5;;;
3;26;2019;2;E4;NA;0.007;0.007;5;;;
3;26;2019;2;E5;NA;0.004;0.004;5;;;
3;26;2019;2;E6;NA;0.007;0.007;5;;;
3;26;2019;2;F1;NA;0.015;0.015;5;;;
3;26;2019;2;F2;NA;0.009;0.009;5;;;
3;26;2019;2;F3;NA;0.009;0.009;5;;;
3;26;2019;2;F4;NA;0.002;0.002;5;;;
3;26;2019;2;F5;NA;0.001;0.001;5;;;
3;26;2019;2;F6;NA;0.010;0.010;5;;;
3;26;2019;3;A1;NA;0.025;0.025;5;;;
3;26;2019;3;A2;2.8;0.034;0.034;5;;;
3;26;2019;3;A3;NA;0.016;0.016;5;;;
3;26;2019;3;A4;NA;0.007;0.007;5;;;
3;26;2019;3;A5;NA;0.026;0.026;5;;;
3;26;2019;3;A6;3.8;0.034;0.034;5;;;
3;26;2019;3;B1;7.2;0.046;0.046;5;;;
3;26;2019;3;B2;NA;0.029;0.029;5;;;
3;26;2019;3;B3;NA;0.020;0.020;5;;;
3;26;2019;3;B4;2.9;0.037;0.037;5;;;
3;26;2019;3;B5;6.6;0.052;0.052;5;;;
3;26;2019;3;B6;8.5;0.056;0.056;5;;;
3;26;2019;3;C1;NA;0.021;0.021;5;;;
3;26;2019;3;C2;6.6;0.049;0.049;5;;;
3;26;2019;3;C3;NA;0.011;0.011;5;;;
3;26;2019;3;C4;1.2;0.027;0.027;5;;;
3;26;2019;3;C5;NA;0.005;0.005;5;;;
3;26;2019;3;C6;9.7;0.074;0.074;5;;;
3;26;2019;3;D1;NA;0.003;0.003;5;;;
3;26;2019;3;D2;10.2;0.050;0.050;5;;;
3;26;2019;3;D3;8.0;0.045;0.045;5;;;
3;26;2019;3;D4;NA;0.010;0.010;5;;;
3;26;2019;3;D5;6.6;0.047;0.047;5;;;
3;26;2019;3;D6;3.9;0.036;0.036;5;;;
3;26;2019;3;E1;NA;0.014;0.014;5;;;
3;26;2019;3;E2;6.5;0.036;0.036;5;;;
3;26;2019;3;E3;10.4;0.066;0.066;5;;;
