"focal";"fitness";"BEMA";"CHFU";"CHMI";"CETE";"HOMA";"LEMA";"PAIN";"PLCO";"POMA";"POMO";"PUPA";"SASO";"SCLA";"SPRU";"MESU";"MEEL";"MEPO";"SOAS";"FRPU";"SUSP";"COSQ";"RAPE"
"SOAS";275;2;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0
"SCLA";31;0;0;0;0;0;2;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"POMO";168;0;0;0;0;0;3;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0
"SPRU";2232;2;1;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0
"BEMA";64;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"LEMA";116;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POMA";2074;0;0;0;0;0;6;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"POMO";42;0;0;0;0;0;2;3;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0
"CHFU";32;0;0;0;0;0;5;2;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0
"SCLA";31;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"BEMA";132;1;0;0;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"SPRU";360;0;0;0;1;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POMO";168;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POMA";1037;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";31;0;0;0;0;0;3;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0
"HOMA";20;0;0;0;0;8;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
"LEMA";116;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"LEMA";174;0;0;0;6;0;0;0;0;2;0;0;0;1;0;3;0;0;0;0;0;0;1
"BEMA";240;2;0;0;0;0;5;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0
"SCLA";31;0;0;0;10;0;6;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0
"SPRU";1824;0;0;0;7;0;5;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"HOMA";20;0;0;0;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POMA";1037;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0
"SOAS";220;0;0;0;2;0;3;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"SCLA";155;0;0;0;2;0;3;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"BEMA";60;1;0;0;0;0;0;2;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0
"LEMA";174;0;0;0;3;0;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1
"POMA";2074;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1
"CHFU";64;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;1;0;0;0;0
"POMO";84;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"CHFU";128;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0
"SPRU";600;0;0;0;0;0;1;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0
"SCLA";62;1;0;0;0;0;0;0;0;0;0;0;1;0;4;3;0;0;0;0;0;0;0
"LEMA";232;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"POMO";126;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0
"BEMA";36;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;3;0
"SOAS";275;0;0;0;0;0;0;0;0;1;0;0;0;0;4;1;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;0;0;2;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
"BEMA";44;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"POMA";1037;0;0;0;0;0;2;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0
"POMO";84;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0
"SPRU";1080;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";80;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0
"SOAS";110;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
"SCLA";31;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"CHFU";64;0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;0;0;0;0;0;0;0
"BEMA";64;0;0;0;0;0;1;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0
"LEMA";116;2;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"CHFU";64;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0
"SCLA";31;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"HOMA";20;0;0;0;0;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"POMO";42;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"POMA";2074;0;0;0;0;0;1;0;0;8;0;0;0;0;1;1;0;0;0;0;0;0;0
"SPRU";672;0;0;0;0;0;0;0;2;0;0;1;0;0;4;2;0;0;0;0;0;0;0
"SOAS";110;0;0;0;0;0;3;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0
"HOMA";20;0;0;0;0;7;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"CHFU";32;1;0;0;0;0;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
"BEMA";108;2;0;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0
"LEMA";116;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
"SCLA";31;1;0;0;0;4;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"POMA";2074;3;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"SPRU";2400;0;0;0;0;0;0;0;0;2;0;2;0;0;3;0;0;2;0;0;0;0;0
"POMO";168;0;0;0;0;0;2;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0
"HOMA";20;0;0;0;0;4;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0
"BEMA";48;0;0;0;3;0;5;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0
"LEMA";290;0;0;0;0;0;2;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0
"POMO";126;1;0;0;3;0;3;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0
"SPRU";1440;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"POMA";6222;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"HOMA";20;0;0;0;0;7;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"SCLA";155;1;0;0;0;0;0;0;0;6;0;0;5;0;0;0;0;0;0;0;0;0;0
"POMA";1037;1;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0
"SPRU";1440;0;0;0;0;0;0;0;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0
"SOAS";220;0;0;0;0;0;1;0;0;5;0;0;2;0;0;1;0;0;3;0;0;0;0
"BEMA";100;0;0;0;0;0;0;0;0;7;0;0;1;0;2;0;0;0;0;0;0;0;0
"LEMA";406;0;0;0;0;0;1;0;0;2;0;0;6;0;0;1;0;0;0;0;0;0;0
"SOAS";330;0;2;0;0;0;1;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
"CHFU";320;0;1;0;0;0;0;0;1;0;0;0;0;0;3;2;0;0;1;0;0;0;0
"BEMA";192;2;1;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0
"LEMA";290;2;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";160;0;1;0;5;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0
"SPRU";1104;0;1;0;0;0;3;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0
"POMA";1037;0;0;0;0;0;1;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0
"POMO";42;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0
"CHFU";320;1;0;0;0;0;1;0;0;5;0;0;3;0;0;1;0;0;0;0;0;0;0
"BEMA";44;4;1;0;0;0;0;0;0;3;0;0;8;0;0;2;0;0;0;0;0;0;0
"HOMA";100;0;0;0;0;0;2;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0
"SPRU";2304;1;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";406;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POMO";84;1;1;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0
"POMA";2074;0;1;0;0;1;0;1;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0
"POMO";42;0;1;0;1;0;0;0;1;4;0;1;1;0;0;0;0;0;0;0;0;0;0
"CHFU";128;1;2;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";64;1;0;0;4;0;0;0;1;3;0;1;0;1;0;0;0;0;0;0;0;0;0
"SCLA";31;2;0;0;4;0;0;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0
"POMA";4148;0;0;0;0;0;0;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";55;0;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";290;1;0;0;2;0;0;0;2;8;1;0;0;0;0;0;0;0;0;0;0;0;0
"SPRU";1992;0;2;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";275;0;3;0;6;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"BEMA";48;0;0;0;5;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"CHFU";128;0;0;0;5;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
"POMO";252;0;2;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;1
"LEMA";464;0;0;0;10;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1
"HOMA";80;0;0;0;8;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0
"POMA";2074;2;2;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"SCLA";31;0;0;0;2;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1
"BEMA";252;1;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";696;0;0;2;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";160;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";116;0;0;0;0;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"SCLA";62;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";48;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";100;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"CHFU";1056;0;1;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";110;0;1;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";40;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";870;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";93;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";60;1;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";825;1;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";128;0;1;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";20;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";580;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";480;2;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";56;2;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";40;0;0;0;0;2;2;4;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0
"BEMA";52;1;0;0;0;6;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";93;1;0;0;0;2;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"SOAS";220;0;0;1;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";116;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";62;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";1044;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";696;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"SCLA";248;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";80;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"LEMA";580;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";40;0;1;0;0;4;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"BEMA";108;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";416;0;0;0;0;3;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"SOAS";275;0;0;0;2;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";232;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;0;0;0;4;0;2;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0
"BEMA";200;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";352;1;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"LEMA";522;1;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";28;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";60;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";88;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;2;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";88;3;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";40;3;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";76;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";60;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";522;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";120;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";48;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";406;0;1;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";32;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";52;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";60;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";32;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";60;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";32;0;1;0;0;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";116;0;1;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";40;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";64;0;0;0;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";290;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";12;0;0;0;0;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";174;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";116;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";32;1;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";40;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";28;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";104;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";40;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";112;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";464;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";28;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";60;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";348;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";48;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;1;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";60;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";60;1;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";32;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";76;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";40;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";52;0;0;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";174;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";60;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";96;1;0;0;4;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";20;0;1;0;4;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;1;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";232;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";290;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";120;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;1;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";32;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";40;3;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;2;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";16;0;0;0;0;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";44;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;2;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";64;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";132;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";174;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;1;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";240;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";100;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";44;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";80;0;0;0;0;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";80;0;0;0;0;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";116;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";56;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";100;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";32;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";68;0;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";40;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;2;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";68;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";192;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";220;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";232;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";60;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";172;2;0;0;2;6;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"LEMA";290;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";120;2;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";495;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";928;2;0;0;3;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"HOMA";20;1;0;0;3;0;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"CHFU";544;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";31;2;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
