"focal";"fitness";"BEMA";"CHFU";"CHMI";"CETE";"HOMA";"LEMA";"PAIN";"PLCO";"POMA";"POMO";"PUPA";"SASO";"SCLA";"SPRU";"MESU";"MEEL";"MEPO";"SOAS";"FRPU";"SUSP";"COSQ";"RAPE";"plot";"subplot"
"HOMA";24;0;2;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"D3"
"HOMA";24;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;"D4"
"HOMA";24;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"E2"
"HOMA";24;3;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"E4"
"HOMA";24;2;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"F3"
"HOMA";24;2;2;0;0;2;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;8;"F4"
"HOMA";24;0;2;0;0;0;0;0;0;10;0;0;0;0;0;2;0;0;0;0;0;0;0;9;"B1"
"HOMA";24;0;1;0;0;10;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;9;"C1"
"HOMA";24;0;2;0;0;5;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"C2"
"HOMA";24;0;1;0;0;5;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"C3"
"HOMA";24;0;0;0;0;15;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"D1"
"HOMA";24;0;2;0;0;20;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"D2"
"HOMA";24;0;2;0;0;15;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"D3"
"HOMA";24;0;2;0;0;5;0;0;0;20;2;0;0;0;0;0;0;0;0;0;0;0;0;9;"D4"
"HOMA";24;0;2;0;1;15;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"E1"
"HOMA";24;0;1;0;0;5;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"E2"
"HOMA";24;1;1;0;0;15;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"E3"
"HOMA";24;0;1;0;1;15;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"E4"
"HOMA";24;0;0;0;0;3;0;0;0;15;5;0;0;0;0;0;0;0;0;0;0;0;0;9;"E5"
"HOMA";24;0;2;0;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"E6"
"HOMA";24;0;0;0;0;10;0;1;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"F1"
"HOMA";24;0;0;0;0;5;0;0;3;10;0;0;0;0;2;0;0;0;0;0;0;0;0;9;"F2"
"HOMA";24;0;0;0;0;15;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;9;"F3"
"HOMA";24;0;0;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"F4"
"HOMA";24;0;0;0;2;15;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"F5"
"HOMA";24;0;0;0;1;10;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"F6"
"POMA";828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"C6"
"MESU";140;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"D5"
"MESU";200;0;0;0;0;30;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"E4"
"MESU";140;0;0;0;0;25;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;"E5"
"MESU";120;0;0;0;0;30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;"F1"
"MESU";180;0;0;0;0;10;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;"F4"
"MESU";220;0;0;0;0;20;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;"F5"
"MESU";110;0;0;0;0;25;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"F6"
"MESU";120;0;0;0;0;20;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;"A4"
"MESU";220;0;0;0;0;20;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;"A5"
"MESU";180;0;0;0;0;10;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;"A6"
"MESU";200;0;0;0;0;5;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;"B1"
"MESU";140;0;0;0;0;10;0;4;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;"B2"
"MESU";160;0;0;0;0;20;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;"B4"
"MESU";120;0;0;0;0;25;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;"B5"
"POMA";828;0;0;0;0;25;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"B6"
"MESU";180;0;0;0;0;20;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;"C1"
"MESU";140;0;0;0;0;25;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;"C4"
"MESU";250;0;0;0;0;5;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;"C5"
"POMA";828;0;0;0;0;20;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"C6"
"MESU";300;0;0;0;0;10;1;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;"D1"
"MESU";140;0;0;0;0;12;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;"D2"
"MESU";150;0;0;0;0;20;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;"D3"
"MESU";240;0;0;0;0;10;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;"D4"
"MESU";260;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;2;"D5"
"POMA";828;0;0;0;0;25;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"D6"
"MESU";180;0;0;0;0;20;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;"E1"
"MESU";140;0;0;0;0;4;6;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;"E2"
"MESU";260;0;0;0;0;2;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;"E3"
"MESU";240;0;0;0;0;4;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;"E4"
"MESU";240;0;0;0;0;10;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;"E5"
"MESU";140;0;0;0;0;20;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;"E6"
"MESU";180;0;0;0;0;10;0;2;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;"F1"
"MESU";120;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;"F2"
"MESU";140;0;0;0;0;12;3;6;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;"F3"
"MESU";280;0;0;0;0;10;2;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;"F5"
"MESU";240;0;0;0;0;8;3;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;"F6"
"MESU";50;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"B6"
"MESU";380;0;0;0;0;30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;"C3"
"MESU";180;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"C4"
"MESU";150;0;0;0;0;30;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;"C5"
"MESU";100;0;0;0;0;30;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;"C6"
"MESU";280;0;0;0;0;25;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;"D3"
"POMA";828;0;0;0;0;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"D5"
"POMA";828;0;0;0;0;30;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"E5"
"POMA";828;0;0;0;0;25;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A1"
"POMA";828;0;1;0;0;25;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A2"
"POMA";828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A3"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A4"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A5"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A6"
"POMA";828;0;0;0;0;20;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B1"
"POMA";828;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B2"
"POMA";828;0;0;0;0;25;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B3"
"POMA";828;0;0;0;0;30;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B4"
"POMA";828;1;0;0;0;30;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B5"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B6"
"POMA";828;0;0;0;0;25;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C1"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C2"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C3"
"POMA";828;0;0;0;0;30;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C4"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C5"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C6"
"POMA";828;0;0;0;0;25;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D1"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D2"
"POMA";828;0;0;0;0;30;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D3"
"POMA";828;0;0;0;0;25;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D4"
"POMA";828;0;0;0;0;30;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D5"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D6"
"POMA";828;0;0;0;0;20;2;2;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;4;"E1"
"MESU";230;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E2"
"POMA";828;0;0;0;0;30;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E2"
"POMA";828;0;0;0;0;15;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E3"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E4"
"POMA";828;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E5"
"POMA";828;0;0;0;0;20;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E6"
"POMA";828;0;0;0;0;20;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;4;"F1"
"POMA";828;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F2"
"POMA";828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F3"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F4"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F5"
"MESU";224;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F6"
"POMA";828;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F6"
"POMA";828;0;0;0;0;30;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"A1"
"POMA";828;0;0;0;0;30;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"A2"
"POMA";828;0;0;0;0;30;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"A3"
"POMA";828;0;0;0;0;20;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"A4"
"POMA";828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"A5"
"POMA";828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"A6"
"POMA";828;0;1;0;0;30;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"B1"
"POMA";828;0;1;0;0;15;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"B2"
"POMA";828;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"B3"
"POMA";828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"B6"
"POMA";828;0;1;0;0;25;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;5;"C1"
"POMA";828;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"C2"
"POMA";828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"C5"
"POMA";828;0;0;0;0;30;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"D1"
"POMA";828;1;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"D2"
"POMA";828;0;0;0;0;30;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"D5"
"POMA";828;0;1;0;0;25;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"E1"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"E2"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"F1"
"POMA";828;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"F2"
"POMA";828;1;1;0;0;15;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"F3"
"POMA";828;0;0;0;0;30;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"F5"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"A1"
"POMA";828;0;0;0;0;30;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"A2"
"POMA";828;0;0;0;0;30;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"B1"
"POMA";828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"B2"
"POMA";828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"C1"
"POMA";828;0;0;0;0;30;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"C2"
"POMA";828;0;0;0;0;25;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"C3"
"POMA";828;0;0;0;0;30;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"C5"
"POMA";828;0;0;0;0;25;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"D1"
"POMA";828;0;0;0;0;25;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"D2"
"POMA";828;0;1;0;0;20;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"D3"
"POMA";828;0;0;0;0;25;2;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"D4"
"POMA";828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"D5"
"POMA";828;0;1;0;0;20;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"E1"
"POMA";828;0;0;0;0;30;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"E2"
"POMA";828;0;0;0;0;30;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"E3"
"POMA";828;0;0;0;0;30;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"E4"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"E5"
"POMA";828;0;0;0;0;20;0;2;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"F1"
"POMA";828;0;1;0;0;25;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"F2"
"POMA";828;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"F3"
"POMA";828;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"F4"
"MESU";500;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"A1"
"POMA";828;0;0;0;0;0;1;0;0;15;0;0;0;0;0;2;0;0;0;0;0;0;0;7;"A1"
"POMA";828;2;0;0;0;0;0;0;0;10;0;0;2;0;0;2;0;0;0;0;0;0;0;7;"A2"
"POMA";828;4;0;0;0;0;0;0;0;10;0;0;0;0;2;1;0;0;0;0;0;0;0;7;"A3"
"MESU";500;0;0;0;0;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"A4"
"POMA";828;2;0;0;0;0;2;0;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;7;"A4"
"POMA";828;0;0;0;0;0;0;0;0;15;0;0;4;0;0;2;0;0;0;0;0;0;0;7;"A5"
"MESU";240;0;0;0;2;0;1;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;7;"A6"
"POMA";828;0;0;0;4;0;0;0;0;10;0;0;0;1;0;2;0;0;1;0;0;0;0;7;"A6"
"MESU";160;0;0;0;0;0;0;0;0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;7;"B1"
"POMA";828;2;0;0;0;0;0;0;0;10;0;0;0;0;2;1;0;0;0;0;0;0;0;7;"B1"
"MESU";280;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"B2"
"POMA";828;1;0;0;0;0;1;0;0;7;0;0;0;0;0;2;0;0;0;0;0;0;0;7;"B2"
"POMA";828;3;0;0;0;0;0;0;0;10;0;0;0;0;2;0;0;0;0;0;0;0;0;7;"B3"
"MESU";360;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"B4"
"POMA";828;0;2;0;0;0;2;0;0;7;0;0;0;0;0;1;1;0;1;0;0;0;0;7;"B4"
"MESU";200;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;7;"B5"
"POMA";828;0;3;0;0;0;2;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;7;"B5"
"POMA";828;0;1;0;0;0;3;1;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;7;"B6"
"POMA";828;2;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"C1"
"POMA";828;3;0;0;0;3;1;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;7;"C2"
"POMA";828;0;0;0;0;0;0;0;0;3;0;0;2;0;1;0;0;0;0;0;0;0;0;7;"C3"
"POMA";828;2;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;7;"C4"
"MESU";240;0;0;0;0;0;1;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;7;"C5"
"POMA";828;2;0;0;2;0;1;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;7;"C5"
"MESU";280;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"C6"
"POMA";828;0;0;0;0;0;1;0;0;5;0;3;0;0;0;1;0;0;0;0;0;0;0;7;"C6"
"POMA";828;2;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"D1"
"POMA";828;2;0;0;0;0;0;0;0;10;0;0;0;0;0;1;0;0;0;0;0;0;0;7;"D2"
"POMA";828;2;0;0;0;0;0;0;0;10;0;0;0;2;1;0;0;0;0;0;0;0;0;7;"D3"
"POMA";828;0;0;0;1;0;0;0;0;10;0;0;0;5;0;0;0;0;0;0;0;0;0;7;"D4"
"MESU";200;2;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"D5"
"POMA";828;1;0;0;1;0;0;0;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"D5"
"POMA";828;1;0;0;0;0;1;0;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;7;"D6"
"POMA";828;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"E1"
"POMA";828;2;0;0;0;0;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;7;"E2"
"POMA";828;0;0;0;1;2;0;0;0;10;0;2;0;0;2;0;0;0;0;0;0;0;0;7;"E3"
"MESU";200;0;0;0;0;0;0;0;0;6;0;3;0;0;0;0;0;0;0;0;0;0;0;7;"E4"
"POMA";828;0;0;0;0;0;0;0;0;8;0;3;0;0;1;0;0;0;0;0;0;0;0;7;"E4"
"MESU";400;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;3;0;0;0;0;0;0;7;"E5"
"POMA";828;2;0;0;0;0;0;0;0;4;2;0;0;0;2;1;0;0;0;0;0;0;0;7;"E5"
"MESU";180;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"E6"
"POMA";828;0;0;0;1;0;0;0;0;10;0;0;3;0;0;0;0;0;0;0;0;0;0;7;"E6"
"POMA";828;2;0;0;0;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;7;"F1"
"POMA";828;2;0;0;0;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;7;"F2"
"POMA";828;3;0;0;0;0;0;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;7;"F3"
"POMA";828;0;0;0;2;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;7;"F4"
"POMA";828;2;0;0;0;0;0;0;0;10;0;2;2;0;0;0;0;0;0;0;0;0;0;7;"F5"
"POMA";828;0;0;0;0;0;0;0;0;10;0;0;0;0;2;0;0;0;0;0;0;0;0;7;"F6"
"POMA";828;0;0;0;2;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;8;"A1"
"POMA";828;0;0;0;2;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;8;"A2"
"POMA";828;0;0;0;2;2;0;0;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;8;"A3"
"MESU";500;0;0;0;0;0;0;0;0;20;0;5;0;0;0;2;0;0;0;0;0;0;0;8;"A4"
"POMA";828;1;0;0;4;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"A4"
"MESU";390;1;0;0;1;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;8;"A5"
"POMA";828;0;0;0;2;0;0;0;0;8;0;3;0;0;0;0;0;0;0;0;0;0;0;8;"A5"
"MESU";500;0;0;0;1;0;0;0;0;10;0;0;0;0;2;0;0;0;0;0;0;0;0;8;"A6"
"POMA";828;1;0;0;1;0;0;0;0;6;0;0;2;0;0;0;0;0;0;0;0;0;0;8;"A6"
"POMA";828;1;0;0;1;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"B1"
"MESU";400;0;0;0;2;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;8;"B2"
"POMA";828;2;0;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"B2"
"MESU";500;0;0;0;3;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"B3"
"POMA";828;0;0;0;4;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;8;"B3"
"MESU";500;2;0;0;0;0;0;0;0;6;0;5;3;0;0;0;0;0;0;0;0;0;0;8;"B4"
"POMA";828;0;0;0;2;0;0;0;0;8;3;3;0;0;0;0;0;0;0;0;0;0;0;8;"B4"
"POMA";828;0;0;0;0;0;0;0;3;8;0;2;0;0;0;0;0;0;0;0;0;0;0;8;"B5"
"POMA";828;0;0;0;2;0;0;0;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;8;"B6"
"POMA";828;0;0;0;1;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;8;"C1"
"POMA";828;0;0;0;0;0;1;1;0;8;0;2;0;0;0;0;0;0;0;0;0;0;0;8;"C2"
"MESU";350;0;0;0;1;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;8;"C3"
"POMA";828;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"C3"
"POMA";828;0;0;0;1;0;1;0;0;5;3;3;0;0;0;0;0;0;0;0;0;0;0;8;"C4"
"MESU";500;0;0;0;0;0;0;0;0;5;0;2;0;0;0;1;0;0;0;0;0;0;0;8;"C5"
"POMA";828;0;0;0;1;0;0;0;0;6;0;7;0;0;0;0;0;0;0;0;0;0;0;8;"C5"
"POMA";828;0;0;0;2;0;0;0;0;10;0;2;0;0;1;0;0;0;0;0;0;0;0;8;"C6"
"POMA";828;1;0;0;2;0;1;0;0;10;0;1;0;0;1;0;0;0;0;0;0;0;0;8;"D1"
"POMA";828;0;0;0;0;0;0;0;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;8;"D2"
"POMA";828;0;0;0;1;0;0;0;0;4;0;5;0;0;0;0;0;0;0;0;0;0;0;8;"D3"
"MESU";500;0;0;0;0;0;0;0;2;4;0;5;0;0;0;0;0;0;0;0;0;0;0;8;"D4"
"POMA";828;0;0;0;0;0;0;0;0;7;0;5;0;0;0;0;0;0;0;0;0;0;0;8;"D4"
"POMA";828;0;0;0;1;0;0;0;0;8;0;5;0;0;0;0;0;0;0;0;0;0;0;8;"D5"
"MESU";450;2;0;0;1;0;0;0;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;8;"D6"
"POMA";828;1;0;0;0;0;0;0;0;10;0;2;0;0;0;1;0;0;0;0;0;0;0;8;"D6"
"MESU";500;0;0;0;1;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;8;"E1"
"POMA";828;0;0;0;1;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"E1"
